ItemId,SeriesId,FileName,WasIssueNo,NewIssueNo
18599,21955,Wonder Woman 023.2 - November 2013.cbr,2013,23.2
18600,21955,Wonder Woman 024 - December 2013.cbr,2013,24
18601,21955,Wonder Woman 025 - January 2014.cbr,2014,25
18602,21955,Wonder Woman 026 - February 2014.cbr,2014,26
18603,21955,Wonder Woman 027 - March 2014.cbr,2014,27
18604,21955,Wonder Woman 028 - April 2014.cbr,2014,28
18605,21955,Wonder Woman 029 - May 2014.cbr,2014,29
18606,21955,Wonder Woman 030 - June 2014.cbr,2014,30
18607,21955,Wonder Woman 031 - July 2014.cbr,2014,31
18608,21955,Wonder Woman 032 - August 2014.cbr,2014,32
18609,21955,Wonder Woman 033 - September 2014.cbr,2014,33
18612,1881,Batman 019 - June 2013.cbr,2013,19
18613,1881,Batman 020 - July 2013.cbr,2013,20
18614,1881,Batman Annual 002 - September 2013.cbr,2013,2
19908,10105,Justice League 023.1 - November 2013.cbr,2013,23.1
19909,17167,Superman 000 - November 2012.cbr,2012,0
19910,17121,Superboy 011 - September 2012.cbr,2012,11
19911,1881,Batman 013 - December 2012.cbr,2012,13
19912,1881,Batman 014 - January 2013.cbr,2013,14
19913,5409,Detective Comics 015 - February 2013.cbr,2013,15
19914,1881,Batman 015 - February 2013.cbr,2013,15
19916,2060,Batman and Robin Annual 001 - March 2013.cbr,2013,1
19917,12955,Nightwing 017 - April 2013.cbr,2013,17
19918,381,Action Comics 023.4 - November 2013.cbr,2013,23.4
19919,1868,Batgirl Annual 001 - December 2012.cbr,2012,1
19920,2139,Batman and Robin 017 - April 2013.cbr,2013,17
19921,3683,Catwoman 018 - May 2013.cbr,2013,18
19922,5409,Detective Comics 018 - May 2013.cbr,2013,18
19923,10105,Justice League 018 - May 2013.cbr,2013,18
82417,14217,The Punisher - War Zone - Annual 01 - 1993.cbr,1993,1
82418,14217,The Punisher - War Zone - Annual 02 - 1994.cbr,1994,2
82954,8138,Guardians of the Galaxy 002 - 2008 (Minutemen-Zone).cbr,2008,2
88863,22436,003 Uncanny X-Men-Fantastic Four Annual '98 (1998) (digital) (Glorith-HD).cbz,1998,98
107244,99543,Rochelle 001 2018 (Digital) (TLK-EMPIRE-HD).cbr,2018,1
114962,97119,Gen13 v1 Annual 02 - 1999.cbr,1999,2
114963,97119,Gen13 v1 Annual 03 - 2000.cbr,2000,3
