itemId,seriesId,series,flag,detail,file
62755,1970,Batman: Legacy,label-ambiguous,items 62753/62755 and 62754/62756 are duplicate copies of the same two books,Batman - Legacy Vol. 01 (2017) (Digital) (Zone-Empire).cbr
62428,1972,Batman: Madness : legends of the Dark Knight,label-ambiguous,"items 62126/62428, 62127/62429, 62128/62430 and 62129/62431 are duplicate copies",Batman - Legends of the Dark Knight Vol. 01 (2013) (digital) (Minutemen-PhD).cbr
62601,2117,Batman: Odyssey,label-ambiguous,seven 25-29 pp single issues of Batman Odyssey v2 carry a collection format,Batman Odyssey v2 01 (of 07) (2011) (2 covers) (digital) (Son of Ultron-Empire).cbr
62199,2021,Batman: The Dark Knight,label-ambiguous,"five 23-24 pp .1-.4 single issues carry a collection format, and 58969/62199 are duplicates",Batman - The Dark Knight v2 023.1 Ventriloquist (2013) (Digital) (Zone-Empire).cbr
61401,2288,Batman: The Rebirth Deluxe Edition - Book 4,label-ambiguous,items 61332 and 61401 are duplicate copies of Deluxe Edition Book 04,Batman - Deluxe Edition Book 04 (2019) (digital) (Son of Ultron-Empire).cbr
40817,64207,BERSERK (2004),label-ambiguous,the BERSERK vol.NN and Berserk vNN items are duplicate copies of the same volumes,Berserk v01 (2003) (Digital) (danke-Empire).cbz
32801,2622,Birthright,label-ambiguous,items 32800 and 32801 are two rips of the same Vol. 05,Birthright Vol. 05 - Belly of the Beast (2017) (digital) (Minutemen-Slayer).cbr
63129,64292,Black Canary (1993),label-ambiguous,"Black Canary v2 001-012 are single issues, not collections",Black Canary v2 001 (1993) (digital) (Son of Ultron-Empire).cbr
53994,64320,Black Panther (2005),label-ambiguous,items 53650 and 53994 are duplicate copies of the Priest Omnibus Book 01,Black Panther by Christopher Priest Omnibus Book 01 (2022) (hd-webrip) (JTR).cbz
116970,64320,Black Panther (2005),label-ambiguous,"Black Panther v4 039 and v4 040 are 2 pp cover-only files, not collections",Black Panther v4 039 (2008) (2nd Printing Jefte Palo Variant Cover ONLY).cbr
6462,2820,Black's Myth,label-ambiguous,"five 29-31 pp v2 single issues carry a collection format, and their #1-5 would collide with the v1 trade's span",Black's Myth v2 001 - The Key to His Heart (2023) (digital) (Son of Ultron-Empire).cbr
109081,2839,Blackhand Ironhead,label-ambiguous,five 26-49 pp v2 single issues carry a collection format,Blackhand Ironhead v2 001 (2021) (digital) (panelsyndicate).cbr
111858,2862,Blade Runner 2019,label-ambiguous,"items 110050 and 111858 are two rips of Blade Runner 2019 Vol. 01, and a 2039 volume shares the Series",Blade Runner 2019 Vol. 01 - Los Angeles (2019) (digital) (Son of Ultron II-Empire).cbr
76673,2903,Blade: The Vampire Hunter,label-ambiguous,"all ten ""collections"" of this Series are 23-24 pp single issues",Blade the Vampire Hunter v1 001 (1994) (Toyjesus-DCP).cbz
35856,3028,Blue Monday,label-ambiguous,Vol. 01 is held as 109757 / 35854 / 35856 and Vol. 02 as 109758 / 35855 / 35857,Blue Monday Vol. 01 - The Kids Are Alright (2016) (Digital) (DR & Quinch-Empire).cbr
74072,3101,Booster Gold,label-ambiguous,five 22-25 pp v2 single issues carry a collection format inside a Series that also holds the 1986 run,Booster Gold v2 004 (Jan 2008) (CamelotScans-DCP).cbr
11744,10550,Brian Pulido's Lady Death: A Medieval Tale,label-ambiguous,"Lady Death v2 - A Medieval Tale 001-012 are single issues, not collections",Lady Death v2 - A Medieval Tale 001.cbz
11756,10559,Brian Pulido's Lady Death: The Wild Hunt,label-ambiguous,"The Wild Hunt 001-002 are single issues, not collections",Lady Death v2 - The Wild Hunt 001.cbz
88485,64363,Cable (1993),label-ambiguous,"Cable v1 037 and v1 044 are single issues, not collections",002 Cable v1 037.cbr
86632,3398,Captain America,label-ambiguous,four 18-20 pp v1 single issues carry a collection format,017 Captain America v1 172 (1974) (digital) (Minutemen-FactorX).cbr
118884,3419,Captain America: Sam Wilson,label-ambiguous,items 77265/118884 and 77269/118885 are two rips each of vols 1 and 5,Captain America - Sam Wilson Vol. 01 - Not My Captain America (2016) (Digital) (Zone-Empire).cbr
88311,64378,Captain Marvel,label-ambiguous,"Captain Marvel v1 001-004 are single issues, not collections",001 Captain Marvel v1 001.cbz
118869,64378,Captain Marvel,label-ambiguous,items 77637 and 118869 are duplicate copies of Vol. 02 - Civil War II,Captain Marvel Vol. 02 - Civil War II (2017) (Digital) (Kileko-Empire).cbr
17447,64393,Catwoman (1993),label-ambiguous,"Catwoman v2 053-058 are single issues, not collections",Catwoman V2 053 (2006) (DCBabes-DCP).cbr
11473,3297,CBLDF Defender,label-ambiguous,four 15-16 pp CBLDF Defender v2 issues carry a collection format,CBLDF Defender v2 001 (2017) (digital) (Son of Ultron-Empire).cbr
108404,3764,Charismagic,label-ambiguous,six 25-30 pp Charismagic v3 single issues carry a collection format,Charismagic v3 001 (2018) (Digital) (Thornn-Empire).cbr
63874,3792,Checkmate,label-ambiguous,six 22-23 pp Checkmate v2 single issues carry a collection format,Checkmate v2 026 (2008) (digital-Empire).cbz
116703,3916,Civil War Prelude - New Warriors,label-ambiguous,items 103953 and 116703 are duplicate copies of the same book,Civil War Prelude - New Warriors (2015) (Digital TPB) (Kileko-Empire).cbr
22921,3966,Clive Barker's The Harrowers,label-ambiguous,"all six ""collections"" of this Series are 30-35 pp single issues",Clive Barker's The Harrowers v1 001.cbr
24851,4005,Cochlea and Eustachia,label-ambiguous,two 35-36 pp v2 single issues carry a collection format,Cochlea & Eustachia v2 001 (2018) (digital) (Son of Ultron-Empire).cbr
108692,4286,Courtney Crumrin,label-ambiguous,all seven Courtney Crumrin volumes are held twice (26283/108692 ... 26289/108698),Courtney Crumrin Vol. 01 - The Night Things (2012) (Digital) (K6-Empire).cbr
98573,3306,Crazy Magazine,label-ambiguous,"all 94 ""collections"" of Crazy Magazine are 26-85 pp magazine issues",CRAZY Magazine v1 001.cbr
19128,62538,Crisis on Infinite Earths,label-ambiguous,items 16771 and 19128 are two editions of the same twelve-issue maxi,Crisis on Infinite Earths - 35th Anniversary Deluxe Edition (2019) (digital) (Son of Ultron-Empire).cbr
67982,64455,Crisis On Multiple Earths,label-ambiguous,items 19145 and 67982 are duplicate copies of Book 01 - Crossing Over,Crisis on Multiple Earths Book 01 - Crossing Over (2020) (digital) (Son of Ultron-Empire).cbr
36354,4473,Cyber Force,label-ambiguous,35 Cyber Force v2 single issues (20-43 pp) carry a collection format alongside three Awakening trades,Cyber Force v2 001 (1993).cbr
91710,64466,Cyclops (2014),label-ambiguous,"Cyclops v1 001 is a single issue, not a collection",004 Cyclops v1 001 (2011) (Digital) (Cypher-Empire).cbr
116416,4736,Damage Control,label-ambiguous,"eight 22-23 pp Damage Control v2 issues carry a collection format, in four duplicate pairs",Damage Control V2 001 (1989) (Digital) (AnHeroGold-Empire).cbz
47980,64501,Daredevil (1964),label-ambiguous,items 46978 and 47980 are duplicate copies of Daredevil Omnibus Book 01,Daredevil Omnibus Book 01 (2017) (Digital-Empire).cbr
116397,64501,Daredevil (1964),label-ambiguous,"the Daredevil v1 items are single issues, not collections",Daredevil v1 001 (1964) (digital) (G85-Empire).cbr
46929,4843,Daredevil: Back In Black,label-ambiguous,items 46930 and 46929 are two rips of Back In Black Vol. 05,Daredevil - Back In Black Vol. 05 - Supreme (2017) (Digital) (F) (Zone-Empire).cbr
15050,64506,Dark Horse Presents,label-ambiguous,"Dark Horse Presents v3 007 is a single issue, not a collection",Dark Horse Presents v3 007 (2015) (Hellboy) (digital) (Son of Ultron-Empire).cbr
25685,4937,Dark Shadows,label-ambiguous,35 Gold Key single issues (26-55 pp) carry a collection format alongside two Dynamite trades,Dark Shadows v1 001.cbr
103241,4965,Darkhold: Pages from the Book of Sins,label-ambiguous,items 98710 and 103241 are duplicate copies of the same book,Darkhold - Pages from the Book of Sins - The Complete Collection (2018) (Digital-Empire).cbr
21780,64520,Darkwing Duck (2010),label-ambiguous,items 20039 and 21780 are duplicate copies of Just Us Justice Ducks,Darkwing Duck Vol. 01 - Just Us Justice Ducks (2021) (Digital) (Bean-Empire).cbz
16873,4564,DC one million,label-ambiguous,33 crossover single issues (23-72 pp) carry a collection format,DC One-Million v1 02 Action Comics - One Million.cbr
19927,4619,DC Universe: Rebirth,label-ambiguous,items 19058 and 19927 are duplicate copies of the same book,DC Universe - Rebirth - The Deluxe Edition (2016) (Digital) (Zone-Empire).cbr
64194,4631,DC vs. Vampires,label-ambiguous,twelve 1 pp variant-cover files and six World War V single issues carry a collection format,DC vs Vampires World War V 001 (2024) (1-in-25 Riley Rossmo Variant) (Digital) (MikeNY76-Empire).cbz
105462,5177,Deadworld,label-ambiguous,"all 41 ""collections"" of Deadworld are 23-41 pp single issues",Deadworld Vol 01 01 (1986) (Digital) (Minutemen-The Undead).cbr
112945,5192,Death,label-ambiguous,items 112944 and 112945 are two editions of the same Deluxe book,Death - The Deluxe Edition (2022 Edition) (digital) (Son of Ultron-Empire).cbr
78738,64563,Defenders,label-ambiguous,"Defenders v2 001-012 are single issues, not collections",Defenders v2 001 (2001) (Bchry-DCP).cbz
78743,64562,Defenders (1972),label-ambiguous,"Defenders v2 006 is a single issue, not a collection",Defenders v2 006 (2001) (Beast's Library).cbr
73614,5363,Demon Knights,label-ambiguous,items 54821 and 73614 are duplicate copies of Vol. 01,Demon Knights Vol. 01 - Seven Against the Dark (2011) (Digital TPB) (Nahga-Empire).cbr
97595,4687,DEN - Muvovum,label-ambiguous,items 14366 and 97595 are duplicate copies of DEN v02,DEN v02 - Muvovum (2024) (digital) (Son of Ultron-Empire).cbr
60339,5409,Detective Comics,label-ambiguous,ten 22-39 pp Detective Comics single issues carry a collection format,Detective Comics 659 (1993) (digital-TPB).cbr
112536,24289,DMZ,label-ambiguous,the cv rows on Books 01-02 are Compendium books,DMZ - The Deluxe Edition Book 01 (2013) (Digital) (Zone-Empire).cbr
54829,64584,Doc Savage (1988),label-ambiguous,"Doc Savage v2 001-024 are single issues, not collections",Doc Savage v2 001 (1988) (DC).cbr
110313,5678,Doctor Who: The Twelfth Doctor,label-ambiguous,items 110321 and 110313 are duplicate copies of The School of Death,Doctor Who - The Twelfth Doctor v04 - The School of Death (2016) (digital) (The Magicians-Empire).cbr
64536,5755,Doom Patrol and Suicide Squad Special,label-ambiguous,eighteen 21-23 pp Doom Patrol v4 pencils-only single issues carry a collection format,Doom Patrol v4 001 (2004) (Pencils only) [byrnerobotics.com] (LandingStrip).cbr
64398,5774,Dr. Fate,label-ambiguous,"all five Dr. Fate v3 ""collections"" are 23-24 pp single issues",Dr. Fate v3 01 (of 05) (2003) (Teth Adam-OCD).cbr
27973,4707,DUNE: The Graphic Novel,label-ambiguous,items 26343 and 27973 are two rips of Dune Book 01,"Frank Herbert's Dune - The Graphic Novel, Book 01 (2020) (Digital) (Mephisto-Empire).cbr"
54957,64637,Evil Ernie,label-ambiguous,"Evil Ernie v02 001-006 are single issues, not collections",Evil Ernie v02 001 (2014) (5 covers) (Digital) (DR & Quinch-Empire).cbr
98946,6284,Excalibur,label-ambiguous,fifteen 22-35 pp Excalibur v1 single issues carry a collection format,117 - Excalibur v1 066.cbz
117869,6295,Excalibur Epic Collection,label-ambiguous,items 86402 and 117869 are duplicate copies of Epic Collection Vol. 02,Excalibur Epic Collection Vol. 02 - The Cross-Time Caper (2018) (Digital) (Zone-Empire).cbr
108414,6308,Executive Assistant - Iris,label-ambiguous,"all five Executive Assistant - Iris v5 ""collections"" are 25-29 pp single issues",Executive Assistant - Iris v5 001 (2018) (Digital) (Thornn-Empire).cbr
105710,6430,Fallen Angel,label-ambiguous,"all 23 Fallen Angel ""collections"" are 23-27 pp single issues from two runs",Fallen Angel v1 01.cbr
98865,64669,Fantastic Four (1961),label-ambiguous,"Fantastic Four v1 338 is a single issue, not a collection",032 - Fantastic Four v1 338.cbz
79743,6490,Fantastic Four By Jonathan Hickman,label-ambiguous,items 79882/79743 and 79883/79744 are duplicate copies of Omnibus Books 01 and 02,Fantastic Four By Jonathan Hickman Omnibus Book 01 (2022) (digital).cbz
99222,64713,Foolkiller,label-ambiguous,"Foolkiller v1 002-010 are single issues, not collections",Foolkiller v1 002.cbr
22211,6924,Frank Thorne's Red Sonja Art Edition,label-ambiguous,"vols 1-3 are each held twice (21489/22211, 21487/22212, 21488/22213)",Frank Thorne's Red Sonja Art Edition v01 (2014) (Digital) (DR & Quinch-Empire).cbr
32130,64739,G.I. Joe,label-ambiguous,"the G.I. Joe v2 and v3 items are single issues or cover packs, not collections",G.I. Joe v3 01-05 - The Real History of G.I. Joe RI Variant Cover Pack (2013) (rescan) (Minutemen-The Unresurrected).cbr
36520,7094,G.I. Joe - A Real American Hero,label-ambiguous,46 G.I. Joe v2 single issues (25-48 pp) carry a collection format,G.I. Joe A Real American Hero v2 001 (2001) (DarthScanner-DCP).cbr
36563,7097,G.I. Joe - America's Elite - Disavowed,label-ambiguous,all six Disavowed volumes are held twice (32063/36563 ... 32068/36568),G.I. Joe - America's Elite - Disavowed Vol 01 (2013) (digital) (Minutemen-The Unregistered).cbr.cbr
32088,7108,G.I. Joe - Snake Eyes,label-ambiguous,"all thirteen Snake Eyes ""collections"" are 15-28 pp single issues",02 G.I. Joe - Snake Eyes v2 009 (2012) (HD) (digital-Empire).cbz
36575,7131,G.I.Joe - Master and Apprentice,label-ambiguous,"all eight Master & Apprentice ""collections"" are 32-37 pp single issues from two minis",G.I.Joe - Master & Apprentice v2 01 (of 04) (2005) (Minutemen-DarthScanner).cbr
89296,64745,Gambit (1999),label-ambiguous,"Gambit v2 024 is a single issue, not a collection",003 Gambit v2 024.cbr
105999,7289,Gateway City,label-ambiguous,items 27085 and 105999 are duplicate copies of Gateway City v01,Gateway City v01 (2018) (Digital) (DR & Quinch-Empire).cbr
80193,64767,Ghost Rider,label-ambiguous,"the Ghost Rider v6 and v2 items are single issues, not collections",Ghost Rider v6 020 (2008) (Digital-HD) (Monafekk-Empire).cbz
80224,64771,Ghost Rider,label-ambiguous,items 80224 and 80214 are duplicate copies of Vol. 01 - The King of Hell,Ghost Rider Vol. 01 - The King of Hell (2020) (Digital) (Zone-Empire).cbr
87345,64768,Ghost Rider,label-ambiguous,"Ghost Rider v2 009 is a single issue, not a collection",010 Ghost Rider v2 009 (1991) (Digital) (Monafekk-Empire).cbz
39509,7592,Girls' Last Tour,label-ambiguous,items 33962 and 39509 are duplicate copies of Girls' Last Tour v01,Girls' Last Tour v01 (2017) (Digital) (F) (danke-Empire).cbz
105895,7700,Gold Digger,label-ambiguous,"all 86 Gold Digger ""collections"" are 16-37 pp v2 single issues",Gold Digger v2 001.cbr
106089,64804,Gore Shriek,label-ambiguous,"the Gore Shriek v01/v02 items are single issues, not collections",Gore Shriek v01 001 (1986).cbr
27932,7830,Grand Slam Romance,label-ambiguous,items 26560 and 27932 are duplicate copies of Grand Slam Romance Book 01,Grand Slam Romance Book 01 (2023) (digital) (DrVink).cbz
16848,64817,Green Arrow (1988),label-ambiguous,"Green Arrow v2 114 is a single issue, not a collection",009 Green Arrow v2 114 (1996).cbr
65393,34675,Green Lantern,label-ambiguous,the cv rows match Green Lantern Archives books,The Green Lantern Vol. 01 - Intergalactic Lawman (2019) (digital) (Son of Ultron-Empire).cbr
16197,64823,Green Lantern (1960),label-ambiguous,"the Green Lantern v4 and v3 items are single issues, not collections",02 Green Lantern v4 21  Sinestro Corps Chapter 1 Fear  Loathing.cbz
65370,64823,Green Lantern (1960),label-ambiguous,items 16461 and 65370 are duplicate copies of Vol. 10 - War of the Green Lanterns,Green Lantern Vol. 10 - War of the Green Lanterns (2011) (digital) (Minutemen-FlynnLives).cbr
65585,7929,Green Lantern - The Silver Age,label-ambiguous,"all four volumes are held twice (65167/65585, 65168/65586, 65169/65587, 65170/65588)",Green Lantern - The Silver Age Vol. 01 (2016) (digital) (Son of Ultron-Empire).cbr
16198,7938,Green Lantern Corps,label-ambiguous,25 Green Lantern Corps v2 single issues (21-30 pp) carry a collection format,03 Green Lantern Corps v2 14  Sinestro Corps Chapter Two The Gathering Storm.cbz
115902,64837,Grimm Fairy Tales,label-ambiguous,"Grimm Fairy Tales v2 001-010 are single issues, not collections",Grimm Fairy Tales v2 001(2016)(Digital)(TLK-EMPIRE-HD).cbr
115912,64835,Grimm Fairy Tales (2005),label-ambiguous,"Grimm Fairy Tales v2 011-019 are single issues, not collections",Grimm Fairy Tales v2 011 (2018)(Digital)(TLK-EMPIRE-HD).cbr
115945,8013,Grimm Fairy Tales - Age of Darkness,label-ambiguous,all five volumes are held twice (115891/115945 ... 115895/115949),Grimm Fairy Tales - Age of Darkness Vol. 1 (2014) (digital) (Minutemen-Slayer).cbr
107629,8026,Grimm Fairy Tales - Tales From Wonderland,label-ambiguous,"all three volumes are held twice (116093/107629, 116094/107630, 116095/107631)",Grimm_Fairy_Tales_-_Tales_From_Wonderland_Vol_1_TPB_(2009)_(Digital)_(K6-Empire).cbr
116115,8093,Grimm Tales of Terror,label-ambiguous,the seven Grimm Tales Of Terror v4 items (24-27 pp) are single issues,Grimm Tales Of Terror v4 001 (2018)(Digital)(TLK-EMPIRE-HD).cbr
80293,64851,Guardians of the Galaxy,label-ambiguous,items 80292 and 80293 are duplicate copies of Vol. 02 - War of Kings Book 1,Guardians of the Galaxy Vol. 02 - War of Kings Book 1 (2009) (Digital-HD) (Kileko-Empire).cbr
80296,64850,Guardians of the Galaxy,label-ambiguous,items 80295 and 80296 are duplicate copies of Vol. 04 - Realm of Kings,Guardians of the Galaxy Vol. 04 - Realm of Kings (2010) (Digital) (Kileko-Empire).cbr
45861,8234,H.P. Lovecraft's At the Mountains of Madness,label-ambiguous,items 14145 and 45861 are duplicate copies of At the Mountains of Madness v01,H.P. Lovecraft's At the Mountains of Madness v01 (2019) (Digital) (XRA-Empire).cbr
13513,8329,Hard Boiled,label-ambiguous,items 13514 and 13513 are duplicate copies of Hard Boiled,"Hard Boiled (2017, 2nd edition) (Digital) (danke-Empire).cbz"
39989,8331,Hard Melody,label-ambiguous,Hard Melody v1 001 is a 42 pp single issue,Hard Melody v1 001 (2021) (digital) (Mr Norrell-Empire).cbr
97041,8456,Hawkeye,label-ambiguous,items 96934 and 97041 are duplicate copies of Hawkeye & The Thunderbolts v1,Hawkeye & The Thunderbolts v1 (2016) (F) (Digital) (AnHeroGold-Empire).cbz
27687,8478,He-Man and the Masters of the Universe: A Character Guide and World Compendium,label-ambiguous,"both volumes are held twice (13322/27687, 13323/27688)",He-Man and the Masters of the Universe - A Character Guide and World Compendium v01 (2017) (digital) (b0bafett-Empire)(4).cbr
29595,8533,Heavy Metal,label-ambiguous,140 Heavy Metal magazine issues (88-133 pp) carry a collection format,Heavy Metal v01 001 (1977-04) (re-scan c2c HD 2700).cbz
110006,8539,Heavy Metal Drummer,label-ambiguous,items 9873 and 110006 are duplicate copies of Heavy Metal Drummer v01,Heavy Metal Drummer v01 (2022) (Sumerian) (2 covers) (digital) (DrVink).cbz
29399,35373,Heavy Metal Presents: Arzach,label-ambiguous,"the Heavy Metal SE items are magazine issues, not collections",Heavy_Metal SE - 1989 Desperadoes v1.cbr
99307,8792,Hellstorm: Prince of Lies,label-ambiguous,"Hellstorm v1 014-021 are single issues, not collections",Hellstorm v1 014 (1994).cbr
10059,8877,Hexed,label-ambiguous,Hexed v2 001-012 (24-32 pp) are single issues carrying a collection format,Hexed v2 001 (2014) (digital) (CompetentRipper-Empire).cbr
99385,8941,Hokum & Hex,label-ambiguous,"Hokum & Hex v1 001-009 are single issues, not collections",Hokum & Hex v1 001.cbr
112772,9027,House of Secrets,label-ambiguous,"House of Secrets v3 Facade 001-002 are single issues, not collections",House of Secrets v3 Facade 001 [DC] (2001) (Steam-DCP) c2c.cbr
34202,9289,Image+,label-ambiguous,"Image+ v2 001-012 are magazine issues, not collections",Image+ v2 001 (2017) (digital) (Son of Ultron-Empire).cbr
32941,9318,Impaler,label-ambiguous,"Impaler v2 001-003 are single issues, not collections",Impaler v2 001.cbr
27369,9347,In Search of Lost Time: Swann's Way,label-ambiguous,items 27101 and 27369 are duplicate copies of Swann's Way,In Search of Lost Time - Swann's Way (Heuet) (2015) (c2c) (fylgja).cbz
26564,9368,Incredible Doom,label-ambiguous,items 26477 and 26564 are duplicate copies of Incredible Doom Vol. 01,Incredible Doom v01 (2021) (Digital) (phillywilly-Empire).cbr
116974,9370,Incredible Hercules,label-ambiguous,the two v3 117-118 items are 2 pp variant covers carrying a collection format,Incredible Hercules v3 117 (2008) (2nd Printing Rafa Sandoval Variant) (Minutemen-RainsDesire).cbr
87488,9373,Incredible Hulk,label-ambiguous,four Incredible Hulk v1 single issues carry a collection format,023 Incredible Hulk v1 363 (1989) (Digital-HD) (Monafekk-Empire).cbr
27371,9423,Inferno Girl Red,label-ambiguous,"items 36808, 27371 and 37932 are three copies of the same Book One",Inferno Girl Red Vol. 01 (2022) (digital) (oohgaGlorithProductionsLLC).cbz
117830,9460,Inhuman,label-ambiguous,"Inhuman v1 009-010 are single issues, not collections",046 - Inhuman v1 009 (2014) (Digital) (HD) (Thornn-Empire).cbr
4460,9504,Insurrection,label-ambiguous,items 4408 and 4460 are duplicate copies of Insurrection Vol. 01,Insurrection Vol. 01 (2011) (2000AD) (digital) (JeffAlbertson-DCP).cbz
21178,9777,James Bond: Origin,label-ambiguous,"both Origin volumes are held twice (21177/21178, 21179/21180)",James Bond - Origin Vol. 01 (2019) (digital) (The Magicians-Empire).cbr
37792,9794,Jazz Maynard,label-ambiguous,items 37721 and 37792 are duplicate copies of Jazz Maynard Vol. 01,Jazz Maynard Vol. 01 - The Barcelona Trilogy (2017) (Digital-Empire).cbr
107772,9845,Jim Butcher's The Dresden Files: Storm Front,label-ambiguous,"the Storm Front Volume 1-2 items are single issues, not collections",Jim Butcher's The Dresden Files - Storm Front - Volume 1 - 01 (2008).cbr
9777,9853,Jim Henson's Fraggle Rock,label-ambiguous,"Fraggle Rock v2 001-003 are single issues, not collections",Fraggle Rock v2 001 (2011) (Digital-Empire).cbz
6104,9883,Jimmy's Bastards,label-ambiguous,"Jimmy's Little Bastards 001-002 are single issues, not collections",Jimmy's Bastards v2 - Jimmy's Little Bastards 001 (2022) (digital) (Son of Ultron-Empire).cbr
106354,9890,Jirni,label-ambiguous,"Jirni v3 001-005 are single issues, not collections",Jirni v3 001 (2018) (Digital) (Thornn-Empire).cbr
16933,9704,JLA,label-ambiguous,"JLA v3 043-046 are single issues, not collections",JLA v3 043 Tower of Babel 1.cbz
117514,9984,Journey into Mystery,label-ambiguous,"Fear Itself vols 1-2 are held twice (96670/117514, 96671/117515)",Journey Into Mystery Vol. 01 - Fear Itself (2012) (Digital) (Kileko-Empire).cbz
4410,9998,Judge Anderson - The PSI Files,label-ambiguous,all five volumes are held twice (4244/4410 ... 4248/4414),"Judge Anderson - The PSI Files Vol. 01 (2012, 2nd print) (Digital-Empire).cbr"
106373,10024,Judge Dredd - The Daily Dredds,label-ambiguous,items 4476 and 106373 are duplicate copies of The Daily Dredds v01,Judge Dredd - The Daily Dredds v01 - 1981-1986 (2014) (Digital) (DR & Quinch-Empire).cbr
106374,10031,Judge Dredd: Trifecta,label-ambiguous,items 4481 and 106374 are duplicate copies of Trifecta,Judge Dredd - Trifecta TPB (2013) (digital).cbz
17483,10154,Justice League of America,label-ambiguous,"the Justice League of America v2 and v4 items are single issues, not collections",Justice League of America v2 01.cbr
12367,10228,Kabuki,label-ambiguous,"Kabuki v02 002-003 are 23 pp single issues, not collections",Kabuki v02 002 - Dreams (2014) (digital) (Son of Ultron-Empire).cbr
12359,65025,Kabuki (1997),label-ambiguous,"the Kabuki v01-v03 items are single issues, not collections",Kabuki v01 001 - Fear the Reaper (2014) (digital) (Son of Ultron-Empire).cbr
42021,10285,Katsuhiro Otomo's Domu - A Child's Dream,label-ambiguous,items 39997 and 42021 are duplicate copies of Domu,Katsuhiro Otomo's Domu - A Child's Dream TPB (Dark Horse 2001) (METASON).cbr
79931,10376,King Conan Chronicles Epic Collection,label-ambiguous,items 14568 and 79931 are duplicate copies of Phantoms And Phoenixes,King Conan Chronicles Epic Collection Vol. 01 - Phantoms And Phoenixes (2022) (Digital).cbz
98924,10467,Knights of Pendragon,label-ambiguous,"Knights Of Pendragon V2 013-015 are single issues, not collections",095 - Knights Of Pendragon V2 013.cbr
106716,10470,Knights of the Golden Sun,label-ambiguous,items 37885 and 106716 are duplicate copies of Providence Lost,Knights of the Golden Sun v01 - Providence Lost (2019) (Digital) (DR & Quinch-Empire).cbr
36858,10564,Lady Mechanika,label-ambiguous,"vols 1, 2, 3 and 5 are each held twice (8159/36858 ... 8162/36862)",Lady Mechanika Vol. 01 - The Mystery of the Mechanical Corpse (2015) (Digital) (DR & Quinch-Empire).cbr
106746,10634,Leaving Megalopolis,label-ambiguous,items 13517 and 106746 are duplicate copies of Leaving Megalopolis Vol. 01,Leaving Megalopolis (2014) (Digital HC) (Mephisto-Empire).cbr
21507,10658,Legends of Red Sonja,label-ambiguous,items 21506 and 21507 are duplicate copies of Legends of Red Sonja v01,Legends of Red Sonja Vol. 01 (2014) (Digital -) (K6-Empire).cbr
62894,10668,Legends of The Dark Knight: Jim Aparo,label-ambiguous,"all three volumes are held twice (62847/62894, 62848/62895, 62849/62896)",Legends of the Dark Knight - Jim Aparo Vol. 01 (2012) (digital) (Son of Ultron-Empire).cbr
68050,10681,Legion Lost,label-ambiguous,items 68000 and 68050 are duplicate copies of Legion Lost Vol. 01,Legion Lost Vol. 01 - Run From Tomorrow (2012) (digital).cbz
109571,10712,Lenore,label-ambiguous,"Lenore v1 01-13 are single issues, not collections",Lenore v1 01 (1998) (digital) (Minutemen-Bean).cbz
64003,67356,Limited Collectors' Edition,label-ambiguous,items 62619 and 64003 are duplicate copies of C-37 - Batman Special All-Villain Issue,"Limited Collectors' Edition v4 C-37 - Batman Special All-Villain Issue! (1975, 2025) (Facsimile Edition) (digital) (Son of Ultron-Empire).cbr"
45891,10882,Lone Wolf and Cub,label-ambiguous,all 28 volumes are held twice (42651/45891 ... 42678/45918),Lone Wolf and Cub v01 - The Assassin's Road (2000) (Digital) (danke-Empire).cbz
88762,10922,Longshot,label-ambiguous,"Longshot v2 01 is a single issue, not a collection",004 Longshot v2 01 - Fools (1998) (MinuteMen-Syl3ntBob).cbz
24574,65085,Love and Rockets,label-ambiguous,"the Love & Rockets v1 and v2 items are single issues, not collections",Love & Rockets v1 001 (1981) (original self-published edition) (Pyramid).cbz
27026,19020,Lovecraft Anthology,label-ambiguous,items 27025 and 27026 are duplicate copies of v02,The Lovecraft Anthology v02 (2012) (Digital) (Foyle-DCP).cbr
111531,57923,Magnus Robot Fighter,label-ambiguous,"the Magnus Robot Fighter v2 items are single issues, not collections",015. Magnus Robot Fighter v2 00.cbr
17089,11267,Manhunter,label-ambiguous,"Manhunter v4 001-014 are single issues, not collections",Manhunter v4 001.cbr
99763,11355,Marvel Action Hour: Fantastic Four,label-ambiguous,Marvel Action Hour featuring the Fantastic Four v1 001-008 are single issues,199411 Marvel Action Hour featuring the Fantastic Four v1 001.cbr
99755,11354,Marvel Action Hour: Iron Man,label-ambiguous,Marvel Action Hour featuring Iron Man v1 002-008 are single issues,199412 Marvel Action Hour featuring Iron Man v1 002.cbr
88515,11410,Marvel Fanfare,label-ambiguous,"Marvel Fanfare v2 02 and v1 038 are single issues, not collections",009 Marvel Fanfare v2 02.cbr
100734,11417,Marvel Graphic Novel,label-ambiguous,"Marvel Graphic Novel 061 and 065 are single books, not collections",Marvel Graphic Novel 061 - Black Widow The Coldest War (1990) (digital) (Marika-Empire).cbz
89269,11441,Marvel Knights,label-ambiguous,"Marvel Knights v1 006 is a single issue, not a collection",016 Marvel Knights v1 006.cbr
