itemId,seriesId,flag,detail,source
42981,1349,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 822
42982,1349,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 823
42983,1349,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 824
42984,1349,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 825
42985,1349,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 826
42986,1349,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 827
42987,1349,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 828
42988,1349,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 829
42989,1349,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 830
42990,1349,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 831
14275,1371,span-retracted,"withdrew the model's own #?-?: the only claim is a two-issue range on a 148pp book that holds about six, shared with the other volume",line 885
14276,1371,span-retracted,"withdrew the model's own #?-?: the claim on it is quoted from Vol. 1's record, and this shelf's #1-#2 belong to a mini whose identity is not settled",line 886
94880,13784,span-retracted,withdrew the model's own #?-?: two runs share this shelf's numbering and the two claims are inverted between the volumes,line 887
94881,13784,span-retracted,withdrew the model's own #?-?: same,line 888
37682,1403,span-retracted,withdrew the model's own #?-?: nothing states this volume's contents; a five-issue division inferred from the page count alone would reach a file the shelf holds,line 941
37683,1403,span-retracted,"withdrew the model's own #?-?: its LOCG record is the single comic ""Astonisher #2"", which says nothing about the trade",line 942
15108,14590,span-retracted,withdrew the model's own #?-?: the omnibus holds several minis that each number from #0; no single range describes it,line 957
15109,14590,span-retracted,withdrew the model's own #?-?: same — Omnibus Book 02 holds further minis with the same numbering,line 958
15112,14590,span-retracted,withdrew the model's own #?-?: The Sam Hain Mystery is its own mini numbering from #0,line 959
15113,14590,span-retracted,withdrew the model's own #?-?: The Man with No Name is its own mini numbering from #0,line 960
15114,14590,span-retracted,withdrew the model's own #?-?: An Alien in New York is its own mini numbering from #0,line 961
15115,14590,span-retracted,withdrew the model's own #?-?: Your Ride's Here is its own mini numbering from #0,line 962
15116,14590,span-retracted,withdrew the model's own #?-?: The Book of Love is its own mini numbering from #0,line 963
37085,14699,span-retracted,withdrew the model's own #?-?: the only claim is arithmetically impossible and comes from a shell page; a 998pp compendium of a 25-issue run plainly holds more than eight,line 964
37086,14699,span-retracted,"withdrew the model's own #?-?: same: 432pp for seven claimed issues, from a shell page, and no source states the division between the two compendia",line 965
31632,14793,span-retracted,withdrew the model's own #?-?: both volumes would claim #1-4 in their own mini's numbering and the shelf cannot tell the two minis apart,line 1008
31633,14793,span-retracted,"withdrew the model's own #?-?: same; its LOCG record is a single-comic page (""Rocketeer Adventures #2"")",line 1009
53048,15080,span-retracted,"withdrew the model's own #?-?: no source on this box states this volume's contents, and a volume ordinal is not an issue range",line 1061
53049,15080,span-retracted,"withdrew the model's own #?-?: no source on this box states this volume's contents, and a volume ordinal is not an issue range",line 1062
53051,15080,span-retracted,"withdrew the model's own #?-?: no source on this box states this volume's contents, and a volume ordinal is not an issue range",line 1063
29752,15086,span-retracted,withdrew the model's own #?-?: 75pp is at most three of this series' 21-28pp issues and no source states which; the one claim on it is arithmetically impossible,line 1064
45285,15318,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 1066
45286,15318,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 1067
45287,15318,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 1068
45289,15318,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 1070
69709,15489,span-retracted,"withdrew the model's own #?-?: the volume collects a back-up feature from Justice League (2011), which is not on this shelf, and the shelf's own numbering is shared by two runs",line 1096
93422,15504,span-retracted,withdrew the model's own #?-?: five runs number from #1 on this shelf and four collection lines reuse the ordinals; no range can identify which run's issues a book holds,line 1097
93423,15504,span-retracted,withdrew the model's own #?-?: five runs number from #1 on this shelf and four collection lines reuse the ordinals; no range can identify which run's issues a book holds,line 1098
93428,15504,span-retracted,withdrew the model's own #?-?: five runs number from #1 on this shelf and four collection lines reuse the ordinals; no range can identify which run's issues a book holds,line 1099
93429,15504,span-retracted,withdrew the model's own #?-?: five runs number from #1 on this shelf and four collection lines reuse the ordinals; no range can identify which run's issues a book holds,line 1100
93452,15504,span-retracted,withdrew the model's own #?-?: five runs number from #1 on this shelf and four collection lines reuse the ordinals; no range can identify which run's issues a book holds,line 1101
93453,15504,span-retracted,withdrew the model's own #?-?: five runs number from #1 on this shelf and four collection lines reuse the ordinals; no range can identify which run's issues a book holds,line 1102
93454,15504,span-retracted,withdrew the model's own #?-?: five runs number from #1 on this shelf and four collection lines reuse the ordinals; no range can identify which run's issues a book holds,line 1103
93459,15504,span-retracted,withdrew the model's own #?-?: five runs number from #1 on this shelf and four collection lines reuse the ordinals; no range can identify which run's issues a book holds,line 1104
93460,15504,span-retracted,withdrew the model's own #?-?: five runs number from #1 on this shelf and four collection lines reuse the ordinals; no range can identify which run's issues a book holds,line 1105
93977,15504,span-retracted,withdrew the model's own #?-?: five runs number from #1 on this shelf and four collection lines reuse the ordinals; no range can identify which run's issues a book holds,line 1106
21649,15521,span-retracted,"withdrew the model's own #?-?: LOCG says #1-5 and ComicVine #0-5 for the same book, and the shelf's three files belong to runs that cannot be told apart",line 1107
21650,15521,span-retracted,"withdrew the model's own #?-?: no claim of its own beyond a single-comic record, and its ordinal is shared with a different run's v02",line 1108
43927,15755,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 1150
21668,15854,span-retracted,withdrew the model's own #?-?: a 2014 Dynamite trade whose range would land on 1991 Valiant issues of the same numbers,line 1176
21669,15854,span-retracted,withdrew the model's own #?-?: same run mismatch as Vol. 01,line 1177
111098,15854,span-retracted,"withdrew the model's own #?-?: not a collected edition — a 21-42pp single issue of Valiant's Solar v2 (1991), flagged IsCollection by its ComicInfo format tag",line 1178
57125,15861,span-retracted,withdrew the model's own #?-?: a range in DC Solo's numbering would capture Marvel's and Titan's issues of the same numbers; the runs have to be split first,line 1179
39311,15929,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 1183
39312,15929,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 1184
52115,16131,span-retracted,withdrew the model's own #?-?: the record quoted is Vol. 2's and ComicVine's #1-10 disagrees with it; the shelf's numbering is shared by two runs,line 1228
52117,16131,span-retracted,"withdrew the model's own #?-?: no claim of its own, in a numbering two runs share",line 1229
52133,16131,span-retracted,withdrew the model's own #?-?: a 2015-run trade whose range would land on 1992-run issues of the same numbers,line 1230
52136,16131,span-retracted,withdrew the model's own #?-?: its #1-46 comes from a record with no cached page and covers every issue file on the shelf,line 1231
52137,16131,span-retracted,"withdrew the model's own #?-?: no claim beyond a single-comic record (""Spider-Man 2099 #2"")",line 1232
118879,16131,span-retracted,"withdrew the model's own #?-?: the same file as 52133, filed twice",line 1233
83345,16260,span-retracted,withdrew the model's own #?-?: four runs number from #1 on this shelf and two collection lines share the ordinals; a Masterworks range would land on the 1993 and 1999 issues of the same numbers,line 1234
83346,16260,span-retracted,withdrew the model's own #?-?: four runs number from #1 on this shelf and two collection lines share the ordinals; a Masterworks range would land on the 1993 and 1999 issues of the same numbers,line 1235
95998,16260,span-retracted,withdrew the model's own #?-?: four runs number from #1 on this shelf and two collection lines share the ordinals; a Masterworks range would land on the 1993 and 1999 issues of the same numbers,line 1236
105911,16633,span-retracted,"withdrew the model's own #?-?: the collection holds two minis that both number #1-5, so one range cannot describe it without claiming the other mini's issues",line 1249
45384,17058,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 1281
14889,1715,span-retracted,"withdrew the model's own #?-?: every volume is its own separately-numbered mini starting at #1, so the ranges are indistinguishable and none is this Series' coordinate",line 1292
14890,1715,span-retracted,"withdrew the model's own #?-?: every volume is its own separately-numbered mini starting at #1, so the ranges are indistinguishable and none is this Series' coordinate",line 1293
14891,1715,span-retracted,"withdrew the model's own #?-?: every volume is its own separately-numbered mini starting at #1, so the ranges are indistinguishable and none is this Series' coordinate",line 1294
14892,1715,span-retracted,"withdrew the model's own #?-?: every volume is its own separately-numbered mini starting at #1, so the ranges are indistinguishable and none is this Series' coordinate",line 1295
14893,1715,span-retracted,"withdrew the model's own #?-?: every volume is its own separately-numbered mini starting at #1, so the ranges are indistinguishable and none is this Series' coordinate",line 1296
14894,1715,span-retracted,"withdrew the model's own #?-?: every volume is its own separately-numbered mini starting at #1, so the ranges are indistinguishable and none is this Series' coordinate",line 1297
14895,1715,span-retracted,"withdrew the model's own #?-?: every volume is its own separately-numbered mini starting at #1, so the ranges are indistinguishable and none is this Series' coordinate",line 1298
14896,1715,span-retracted,"withdrew the model's own #?-?: every volume is its own separately-numbered mini starting at #1, so the ranges are indistinguishable and none is this Series' coordinate",line 1299
14897,1715,span-retracted,"withdrew the model's own #?-?: every volume is its own separately-numbered mini starting at #1, so the ranges are indistinguishable and none is this Series' coordinate",line 1300
14898,1715,span-retracted,"withdrew the model's own #?-?: every volume is its own separately-numbered mini starting at #1, so the ranges are indistinguishable and none is this Series' coordinate",line 1301
14899,1715,span-retracted,"withdrew the model's own #?-?: every volume is its own separately-numbered mini starting at #1, so the ranges are indistinguishable and none is this Series' coordinate",line 1302
14900,1715,span-retracted,"withdrew the model's own #?-?: every volume is its own separately-numbered mini starting at #1, so the ranges are indistinguishable and none is this Series' coordinate",line 1303
14901,1715,span-retracted,"withdrew the model's own #?-?: every volume is its own separately-numbered mini starting at #1, so the ranges are indistinguishable and none is this Series' coordinate",line 1304
14902,1715,span-retracted,"withdrew the model's own #?-?: every volume is its own separately-numbered mini starting at #1, so the ranges are indistinguishable and none is this Series' coordinate",line 1305
14903,1715,span-retracted,"withdrew the model's own #?-?: every volume is its own separately-numbered mini starting at #1, so the ranges are indistinguishable and none is this Series' coordinate",line 1306
14931,1715,span-retracted,"withdrew the model's own #?-?: every volume is its own separately-numbered mini starting at #1, so the ranges are indistinguishable and none is this Series' coordinate",line 1307
14932,1715,span-retracted,"withdrew the model's own #?-?: every volume is its own separately-numbered mini starting at #1, so the ranges are indistinguishable and none is this Series' coordinate",line 1308
14933,1715,span-retracted,"withdrew the model's own #?-?: every volume is its own separately-numbered mini starting at #1, so the ranges are indistinguishable and none is this Series' coordinate",line 1309
14934,1715,span-retracted,"withdrew the model's own #?-?: every volume is its own separately-numbered mini starting at #1, so the ranges are indistinguishable and none is this Series' coordinate",line 1310
14935,1715,span-retracted,"withdrew the model's own #?-?: every volume is its own separately-numbered mini starting at #1, so the ranges are indistinguishable and none is this Series' coordinate",line 1311
14936,1715,span-retracted,"withdrew the model's own #?-?: every volume is its own separately-numbered mini starting at #1, so the ranges are indistinguishable and none is this Series' coordinate",line 1312
14937,1715,span-retracted,"withdrew the model's own #?-?: every volume is its own separately-numbered mini starting at #1, so the ranges are indistinguishable and none is this Series' coordinate",line 1313
14938,1715,span-retracted,"withdrew the model's own #?-?: every volume is its own separately-numbered mini starting at #1, so the ranges are indistinguishable and none is this Series' coordinate",line 1314
14939,1715,span-retracted,"withdrew the model's own #?-?: every volume is its own separately-numbered mini starting at #1, so the ranges are indistinguishable and none is this Series' coordinate",line 1315
14940,1715,span-retracted,"withdrew the model's own #?-?: every volume is its own separately-numbered mini starting at #1, so the ranges are indistinguishable and none is this Series' coordinate",line 1316
94725,17159,span-retracted,withdrew the model's own #?-?: three runs number from #1 on this shelf and four books share the Vol. 01 ordinal; no range can identify which run's issues it holds,line 1317
94726,17159,span-retracted,withdrew the model's own #?-?: three runs number from #1 on this shelf and four books share the Vol. 01 ordinal; no range can identify which run's issues it holds,line 1318
95358,17159,span-retracted,withdrew the model's own #?-?: three runs number from #1 on this shelf and four books share the Vol. 01 ordinal; no range can identify which run's issues it holds,line 1319
97985,17159,span-retracted,withdrew the model's own #?-?: three runs number from #1 on this shelf and four books share the Vol. 01 ordinal; no range can identify which run's issues it holds,line 1320
117986,17159,span-retracted,withdrew the model's own #?-?: three runs number from #1 on this shelf and four books share the Vol. 01 ordinal; no range can identify which run's issues it holds,line 1321
73975,17183,span-retracted,"withdrew the model's own #?-?: the single claim is 770 issues wide over 286 pages, and the crossover this book collects ran across several Superman titles rather than a range of one",line 1322
72823,17327,span-retracted,"withdrew the model's own #?-?: the volume reprints across several Superman titles at once, so it has no range in this shelf's numbering",line 1350
72824,17327,span-retracted,"withdrew the model's own #?-?: the volume reprints across several Superman titles at once, so it has no range in this shelf's numbering",line 1351
72825,17327,span-retracted,"withdrew the model's own #?-?: the volume reprints across several Superman titles at once, so it has no range in this shelf's numbering",line 1352
72826,17327,span-retracted,"withdrew the model's own #?-?: the volume reprints across several Superman titles at once, so it has no range in this shelf's numbering",line 1353
72827,17327,span-retracted,"withdrew the model's own #?-?: the volume reprints across several Superman titles at once, so it has no range in this shelf's numbering",line 1354
72828,17327,span-retracted,"withdrew the model's own #?-?: the volume reprints across several Superman titles at once, so it has no range in this shelf's numbering",line 1355
72829,17327,span-retracted,"withdrew the model's own #?-?: the volume reprints across several Superman titles at once, so it has no range in this shelf's numbering",line 1356
72830,17327,span-retracted,"withdrew the model's own #?-?: the volume reprints across several Superman titles at once, so it has no range in this shelf's numbering",line 1357
72831,17327,span-retracted,"withdrew the model's own #?-?: the volume reprints across several Superman titles at once, so it has no range in this shelf's numbering",line 1358
43971,17410,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 1395
32409,17700,span-retracted,"withdrew the model's own #?-?: five collection lines share this shelf's ordinals and the ""Best of"" volumes are selections; no contiguous range describes them",line 1425
32430,17700,span-retracted,"withdrew the model's own #?-?: five collection lines share this shelf's ordinals and the ""Best of"" volumes are selections; no contiguous range describes them",line 1426
32431,17700,span-retracted,"withdrew the model's own #?-?: five collection lines share this shelf's ordinals and the ""Best of"" volumes are selections; no contiguous range describes them",line 1427
32432,17700,span-retracted,"withdrew the model's own #?-?: five collection lines share this shelf's ordinals and the ""Best of"" volumes are selections; no contiguous range describes them",line 1428
32469,17700,span-retracted,"withdrew the model's own #?-?: five collection lines share this shelf's ordinals and the ""Best of"" volumes are selections; no contiguous range describes them",line 1429
33922,17700,span-retracted,"withdrew the model's own #?-?: five collection lines share this shelf's ordinals and the ""Best of"" volumes are selections; no contiguous range describes them",line 1430
33924,17700,span-retracted,"withdrew the model's own #?-?: five collection lines share this shelf's ordinals and the ""Best of"" volumes are selections; no contiguous range describes them",line 1431
33926,17700,span-retracted,"withdrew the model's own #?-?: five collection lines share this shelf's ordinals and the ""Best of"" volumes are selections; no contiguous range describes them",line 1432
33916,17716,span-retracted,withdrew the model's own #?-?: the shelf's two files are both #1 of different series and the only claim is arithmetically impossible; no range can be written in a numbering three runs share,line 1433
22018,18734,span-retracted,withdrew the model's own #?-?: the single claim on it is arithmetically impossible and the record states no contents; nothing else on this box says what v01 collects,line 1634
13650,19087,span-retracted,"withdrew the model's own #?-?: its claim belongs to the omnibus, and the shelf's #1-#5 are Ninth Wave's files, not The Massive's",line 1671
13651,19087,span-retracted,"withdrew the model's own #?-?: same: ComicVine's #16-30 is the omnibus volume two's range, not this trade's",line 1672
13652,19087,span-retracted,"withdrew the model's own #?-?: no claim at all, in a numbering two runs share",line 1673
13653,19087,span-retracted,"withdrew the model's own #?-?: no claim at all, in a numbering two runs share",line 1674
13654,19087,span-retracted,"withdrew the model's own #?-?: no claim at all, in a numbering two runs share",line 1675
13985,19087,span-retracted,"withdrew the model's own #?-?: the Ninth Wave Library Edition's range would be in Ninth Wave's numbering, which The Massive's issues share on this shelf",line 1676
96685,19134,span-retracted,withdrew the model's own #?-?: three runs share this shelf's numbering and the trades belong to different ones; a range would land on another run's issues,line 1683
96686,19134,span-retracted,withdrew the model's own #?-?: three runs share this shelf's numbering and the trades belong to different ones; a range would land on another run's issues,line 1684
96708,19134,span-retracted,withdrew the model's own #?-?: three runs share this shelf's numbering and the trades belong to different ones; a range would land on another run's issues,line 1685
96709,19134,span-retracted,withdrew the model's own #?-?: three runs share this shelf's numbering and the trades belong to different ones; a range would land on another run's issues,line 1686
96710,19134,span-retracted,withdrew the model's own #?-?: three runs share this shelf's numbering and the trades belong to different ones; a range would land on another run's issues,line 1687
96711,19134,span-retracted,withdrew the model's own #?-?: three runs share this shelf's numbering and the trades belong to different ones; a range would land on another run's issues,line 1688
96757,19134,span-retracted,withdrew the model's own #?-?: three runs share this shelf's numbering and the trades belong to different ones; a range would land on another run's issues,line 1689
96758,19134,span-retracted,withdrew the model's own #?-?: three runs share this shelf's numbering and the trades belong to different ones; a range would land on another run's issues,line 1690
96759,19134,span-retracted,withdrew the model's own #?-?: three runs share this shelf's numbering and the trades belong to different ones; a range would land on another run's issues,line 1691
96760,19134,span-retracted,withdrew the model's own #?-?: three runs share this shelf's numbering and the trades belong to different ones; a range would land on another run's issues,line 1692
14693,19251,span-retracted,"withdrew the model's own #?-?: the quotation names Dark Horse #1-#6, none of which is on the shelf; the three files the range would take are the 2022 Tiny Onion issues, whose relation to those six is not established",line 1693
37443,19537,span-retracted,withdrew the model's own #?-?: the only claim comes from a shell page and the volume division is stated nowhere,line 1728
37444,19537,span-retracted,"withdrew the model's own #?-?: linked to the single comic ""The Scorched #2""; no statement about the trade",line 1729
37445,19537,span-retracted,"withdrew the model's own #?-?: linked to the single comic ""The Scorched #3""; no statement about the trade",line 1730
37446,19537,span-retracted,"withdrew the model's own #?-?: linked to the single comic ""The Scorched #4""; no statement about the trade",line 1731
41588,19574,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 1756
41589,19574,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 1757
41590,19574,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 1758
41591,19574,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 1759
41592,19574,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 1760
95949,19654,span-retracted,"withdrew the model's own #?-?: no source on this box states what the omnibus collects, and the two that speak are describing other books",line 1792
96046,19843,span-retracted,"withdrew the model's own #?-?: two Squirrel Girl runs number from #1 under this Series id, so a range in either coordinate claims the other's issues; the v2 ladder is recorded in the note for after the split",line 1794
96047,19843,span-retracted,"withdrew the model's own #?-?: two Squirrel Girl runs number from #1 under this Series id, so a range in either coordinate claims the other's issues; the v2 ladder is recorded in the note for after the split",line 1795
96048,19843,span-retracted,"withdrew the model's own #?-?: two Squirrel Girl runs number from #1 under this Series id, so a range in either coordinate claims the other's issues; the v2 ladder is recorded in the note for after the split",line 1796
96049,19843,span-retracted,"withdrew the model's own #?-?: two Squirrel Girl runs number from #1 under this Series id, so a range in either coordinate claims the other's issues; the v2 ladder is recorded in the note for after the split",line 1797
96050,19843,span-retracted,"withdrew the model's own #?-?: two Squirrel Girl runs number from #1 under this Series id, so a range in either coordinate claims the other's issues; the v2 ladder is recorded in the note for after the split",line 1798
96051,19843,span-retracted,"withdrew the model's own #?-?: two Squirrel Girl runs number from #1 under this Series id, so a range in either coordinate claims the other's issues; the v2 ladder is recorded in the note for after the split",line 1799
96052,19843,span-retracted,"withdrew the model's own #?-?: two Squirrel Girl runs number from #1 under this Series id, so a range in either coordinate claims the other's issues; the v2 ladder is recorded in the note for after the split",line 1800
96053,19843,span-retracted,"withdrew the model's own #?-?: two Squirrel Girl runs number from #1 under this Series id, so a range in either coordinate claims the other's issues; the v2 ladder is recorded in the note for after the split",line 1801
96054,19843,span-retracted,"withdrew the model's own #?-?: two Squirrel Girl runs number from #1 under this Series id, so a range in either coordinate claims the other's issues; the v2 ladder is recorded in the note for after the split",line 1802
96055,19843,span-retracted,"withdrew the model's own #?-?: two Squirrel Girl runs number from #1 under this Series id, so a range in either coordinate claims the other's issues; the v2 ladder is recorded in the note for after the split",line 1803
96056,19843,span-retracted,"withdrew the model's own #?-?: two Squirrel Girl runs number from #1 under this Series id, so a range in either coordinate claims the other's issues; the v2 ladder is recorded in the note for after the split",line 1804
96057,19843,span-retracted,"withdrew the model's own #?-?: two Squirrel Girl runs number from #1 under this Series id, so a range in either coordinate claims the other's issues; the v2 ladder is recorded in the note for after the split",line 1805
96058,19843,span-retracted,"withdrew the model's own #?-?: two Squirrel Girl runs number from #1 under this Series id, so a range in either coordinate claims the other's issues; the v2 ladder is recorded in the note for after the split",line 1806
96059,19843,span-retracted,"withdrew the model's own #?-?: two Squirrel Girl runs number from #1 under this Series id, so a range in either coordinate claims the other's issues; the v2 ladder is recorded in the note for after the split",line 1807
97921,19843,span-retracted,"withdrew the model's own #?-?: two Squirrel Girl runs number from #1 under this Series id, so a range in either coordinate claims the other's issues; the v2 ladder is recorded in the note for after the split",line 1808
45610,19970,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 1822
45611,19970,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 1823
45612,19970,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 1824
45613,19970,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 1825
96764,20070,span-retracted,withdrew the model's own #?-?: the shelf carries two numberings at once and three runs that each start at #1; no range written in one of them can avoid claiming another's issues,line 1828
96839,20070,span-retracted,withdrew the model's own #?-?: the shelf carries two numberings at once and three runs that each start at #1; no range written in one of them can avoid claiming another's issues,line 1829
96846,20070,span-retracted,withdrew the model's own #?-?: the shelf carries two numberings at once and three runs that each start at #1; no range written in one of them can avoid claiming another's issues,line 1830
96847,20070,span-retracted,withdrew the model's own #?-?: the shelf carries two numberings at once and three runs that each start at #1; no range written in one of them can avoid claiming another's issues,line 1831
96848,20070,span-retracted,withdrew the model's own #?-?: the shelf carries two numberings at once and three runs that each start at #1; no range written in one of them can avoid claiming another's issues,line 1832
96850,20070,span-retracted,withdrew the model's own #?-?: the shelf carries two numberings at once and three runs that each start at #1; no range written in one of them can avoid claiming another's issues,line 1833
117957,20070,span-retracted,withdrew the model's own #?-?: the shelf carries two numberings at once and three runs that each start at #1; no range written in one of them can avoid claiming another's issues,line 1834
96931,20172,span-retracted,withdrew the model's own #?-?: three runs number from #1 on this shelf and three collection lines share the ordinals; no range identifies which run's issues a book holds,line 1836
96932,20172,span-retracted,withdrew the model's own #?-?: three runs number from #1 on this shelf and three collection lines share the ordinals; no range identifies which run's issues a book holds,line 1837
96933,20172,span-retracted,withdrew the model's own #?-?: three runs number from #1 on this shelf and three collection lines share the ordinals; no range identifies which run's issues a book holds,line 1838
45835,20283,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 1863
42696,20287,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 1864
42697,20287,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 1865
42698,20287,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 1866
42699,20287,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 1867
42700,20287,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 1868
42701,20287,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 1869
42702,20287,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 1870
42703,20287,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 1871
5557,20322,span-retracted,withdrew the model's own #?-?: nothing states this volume's division and the only claim (#1-2 over 125pp) comes from a record with no cached page,line 1926
5558,20322,span-retracted,"withdrew the model's own #?-?: its LOCG record is the single comic ""Tomboy #2""; no range for the volume is stated anywhere",line 1927
45630,20333,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 1940
45631,20333,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 1941
45632,20333,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 1942
45633,20333,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 1943
45634,20333,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 1944
45635,20333,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 1945
45636,20333,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 1946
45637,20333,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 1947
45638,20333,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 1948
45639,20333,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 1949
45640,20333,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 1950
45641,20333,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 1951
45642,20333,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 1952
45643,20333,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 1953
45644,20333,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 1954
45645,20333,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 1955
45646,20333,span-retracted,"withdrew the model's own #?-?: the rip names no chapter on its pages, so the chapter range cannot be determined; a volume number is not a chapter number",line 1956
