# X-051 — item batch, almost entirely Marvel Epic Collection / creator-named collected-line shelves.
# Same recurring shapes as X-050: reused title-only stamps corrected from the shelf's own header pool;
# several "no record in either leg" shelf notes were resolved by lookup.py under a different spelling
# (Deadpool by Alyssa Wong's real 2-vol line, Guardians of the Galaxy: Grootfall, Incredible Hulks: Heart
# of the Monster, Skaar: Son of Hulk - The Complete Collection, Annihilators trade, W.E.B. of Spider-Man
# GN-TPB, Spider-Man: With Great Power's real trade, Superior Spider-Man: Otto-Matic); several others stay
# genuine gaps after a second check (Incredible Hulk v1 2009's three trades, Iron Man: Legacy's two trades,
# Incredible Hulks: Chaos War). Doctor Strange Epic Collection's C-OWED books are answered with N, not an
# invented C: their judged ranges are CUMULATIVE across Strange Tales + two different "Doctor Strange"
# volumes and no single CV/GCD run id covers that numbering (the shelf's own N notes say the same for the
# single-book Doctor Strange/Silver Surfer/Captain America/Conan/Iron Man/Punisher/Defenders/Hulk Visionaries
# Epic shelves, which is why none of THOSE carry the C OWED marker at all). Runs found for the genuine
# single-run C-OWED lines: Daredevil (1964, CV 2190/GCD 1636, carried over from X-050), Eternals (1976, CV
# 2858/GCD 2346, already on the shelf), Fantastic Four (1961, CV 2045/GCD 1482), Alias (2001, CV 9452/GCD
# 10240), Amazing Spider-Man 2015 v4/legacy (CV 85076/GCD 92892), Amazing Spider-Man 2018 (CV 112161/GCD
# 126774), Amazing Spider-Man 1963 (CV 2127/GCD 1570).

I 47021 cv=184104 gcd=1106835 isbn=978-0-7851-3474-9 0.9 | own record: CV 29926 v02 (184104) and GCD 73293 #2 (1106835, 332pp, ISBN 978-0-7851-3474-9, num); our 314pp file is within 18pp
I 93661 cv=- gcd=1968276 isbn=978-1-302-91813-2 0.9 | own record: GCD 80972 #13 "Inner Demons" (1968276, 444pp, ISBN 978-1-302-91813-2, num); our 456pp file is within 12pp

I 93654 cv=506181 gcd=1339629 isbn=978-0-7851-9903-8 0.9 | own record (already on shelf's own S line): CV 86124 issue 506181 and GCD 80972 #3 "Freedom" (1339629, 492pp, ISBN 978-0-7851-9903-8) agree despite round2-folder; our 465pp file is within 27pp

I 95841 cv=548583 gcd=1620589 isbn=978-0-7851-9961-8 0.9 | Vol.01: CV 93945 #1 (548583) and GCD 106166 #1 (1620589, 116pp, ISBN 978-0-7851-9961-8, num); our 100pp file is within 16pp
I 95842 cv=589836 gcd=1687143 isbn=978-0-7851-9962-5 0.9 | Vol.02: CV 93945 #2 (589836) and GCD 106166 #2 (1687143, 140pp, ISBN 978-0-7851-9962-5, num); our 137pp file is within 3pp
I 95844 cv=636384 gcd=1749354 isbn=978-1-302-90597-2 0.9 | Vol.03: CV 93945 #3 (636384) and GCD 106166 #3 (1749354, ISBN 978-1-302-90597-2, num); our 149pp file
I 95845 cv=675988 gcd=1822592 isbn=978-1-302-90598-9 0.9 | Vol.04: CV 93945 #4 (675988) and GCD 106166 #4 (1822592, 164pp, ISBN 978-1-302-90598-9, num); our 133pp file is within 31pp

I 93727 cv=552429 gcd=1635309 isbn=978-1-302-90216-2 0.9 | Book01: CV 94701 #1 (552429) and GCD 107884 #1 (1635309, 1248pp, ISBN 978-1-302-90216-2, fulldump-rematch, twin rows exist); our 1224pp file is within 24pp

I 93764 cv=899333 gcd=265966 0.7 | Vol.01: CV 41457 (899333, matches header's #1 by ordinal); GCD's only cached row for this line (265966, 228pp) roughly correlates; the shelf's own N note says GCD carries only one issue against CV's three, so this pairing is uncertain; our 208pp file is within 20pp
I 93766 cv=280736 gcd=- 0.7 | Vol.03: CV 41457 (280736, matches header's #3 "Book 3" by ordinal); GCD's single cached row is the better match for Vol.01, so no GCD id is claimed here per the shelf's own N note about undercounting

I 94020 cv=- gcd=1439496 isbn=978-0-7851-6217-9 0.9 | Vol.01: GCD 90886 #1 (1439496, 532pp, ISBN 978-0-7851-6217-9, num); ComicVine per-file unresolved; our 485pp file is within 47pp
I 94021 cv=435219 gcd=1438760 isbn=978-0-7851-8540-6 0.9 | Vol.02: CV 69605 (435219) and GCD 90886 #2 (1438760, 452pp, ISBN 978-0-7851-8540-6, num); our 429pp file is within 23pp
I 94022 cv=478064 gcd=1438761 isbn=978-0-7851-9215-2 0.9 | Vol.03: CV 69605 (478064) and GCD 90886 #3 (1438761, 352pp, ISBN 978-0-7851-9215-2, num); our 324pp file is within 28pp
I 94023 cv=496083 gcd=1438762 isbn=978-0-7851-9216-9 0.9 | Vol.04: CV 69605 (496083) and GCD 90886 #4 (1438762, 364pp, ISBN 978-0-7851-9216-9, num); our 350pp file is within 14pp

I 94024 cv=527152 gcd=1562525 isbn=978-0-7851-9561-0 0.9 | Vol.01: CV 89951 #1 (527152) and GCD 100626 #1 (1562525, 524pp, ISBN 978-0-7851-9561-0, num); our 508pp file is within 16pp
I 94025 cv=540362 gcd=1604226 isbn=978-1-302-90063-2 0.9 | Vol.02: CV 89951 #2 (540362) and GCD 100626 #2 (1604226, 516pp, ISBN 978-1-302-90063-2, num); our 495pp file is within 21pp
I 94026 cv=601803 gcd=1714023 isbn=978-1-302-90703-7 0.9 | Vol.03: CV 89951 #3 (601803) and GCD 100626 #3 (1714023, 508pp, ISBN 978-1-302-90703-7, num); our 494pp file is within 14pp
I 94027 cv=648877 gcd=1769758 isbn=978-1-302-90799-0 0.9 | Vol.04: CV 89951 #4 (648877) and GCD 100626 #4 (1769758, 508pp, ISBN 978-1-302-90799-0, num); our 491pp file is within 17pp

I 94741 cv=523247 gcd=1554103 isbn=978-0-7851-9942-7 0.9 | Vol.01 (identity-read on cv): GCD 99294 #1 "Worldwide" (1554103, 148pp, ISBN 978-0-7851-9942-7); our 141pp file is within 7pp
C 94741 cv=85076 gcd=92892 #1-5 0.9 | per the shelf's own N note, this collects #1-5 of Amazing Spider-Man (2015 v4/legacy v1, CV 85076/GCD 92892, both 51 issues)
I 94742 cv=538663 gcd=1599821 isbn=978-0-7851-9943-4 0.9 | Vol.02 (identity-read on cv): GCD 99294 #2 "Worldwide" (1599821, 140pp, ISBN 978-0-7851-9943-4); our 129pp file is within 11pp
C 94742 cv=85076 gcd=92892 #6-11 0.9 | collects #6-11 of the same Amazing Spider-Man (2015) run
I 94743 cv=558954 gcd=1653386 0.9 | Vol.03 (identity-read on cv): GCD 99294 #3 (1653386, 140pp); our 130pp file is within 10pp
C 94743 cv=85076 gcd=92892 #12-15 0.9 | collects #12-15 of the same Amazing Spider-Man (2015) run
I 94745 cv=594957 gcd=1697977 isbn=978-1-302-90238-4 0.9 | Vol.05 (identity-read on cv): GCD 99294 #5 "Worldwide" (1697977, 148pp, ISBN 978-1-302-90238-4); our 149pp file is within 1pp
C 94745 cv=85076 gcd=92892 #20-24 0.9 | collects #20-24 of the same Amazing Spider-Man (2015) run
I 94746 cv=609336 gcd=1722623 isbn=978-1-302-90293-3 0.9 | Vol.06 (identity-read on cv): GCD 99294 #6 "Worldwide" (1722623, 164pp, ISBN 978-1-302-90293-3); our 152pp file is within 12pp
C 94746 cv=85076 gcd=92892 #25-28 0.9 | collects #25-28 of the same Amazing Spider-Man (2015) run
I 93950 cv=674121 gcd=1818310 isbn=978-1-302-90759-4 0.9 | Vol.08 (identity-read on cv), a duplicate rip of the same book as item 94748 per the shelf's own N note: GCD 99294 #8 (1818310, 124pp, ISBN 978-1-302-90759-4); our 118pp file is within 6pp
C 93950 cv=85076 gcd=92892 #792-796 0.9 | collects legacy-numbered #792-796 of the same Amazing Spider-Man (2015/legacy) run
I 94748 cv=674121 gcd=1818310 isbn=978-1-302-90759-4 0.9 | Vol.08, duplicate rip of the same book as item 93950: GCD 99294 #8 (1818310, 124pp, ISBN 978-1-302-90759-4); our 118pp file is within 6pp
C 94748 cv=85076 gcd=92892 #792-796 0.9 | collects legacy-numbered #792-796 of the same Amazing Spider-Man (2015/legacy) run
I 93951 cv=694902 gcd=1880689 isbn=978-1-302-90998-7 0.9 | Vol.09 (identity-read on cv), a duplicate rip of the same book as item 94749: GCD 99294 #9 (1880689, 180pp, ISBN 978-1-302-90998-7); our 165pp file is within 15pp
C 93951 cv=85076 gcd=92892 #797-801 0.9 | collects legacy-numbered #797-801 of the same Amazing Spider-Man (2015/legacy) run
I 94749 cv=694902 gcd=1880689 isbn=978-1-302-90998-7 0.9 | Vol.09, duplicate rip of the same book as item 93951: GCD 99294 #9 (1880689, 180pp, ISBN 978-1-302-90998-7); our 165pp file is within 15pp
C 94749 cv=85076 gcd=92892 #797-801 0.9 | collects legacy-numbered #797-801 of the same Amazing Spider-Man (2015/legacy) run

I 94758 cv=797283 gcd=2145758 isbn=978-1-302-92023-4 0.9 | own record: CV 115556 (797283) and GCD 134601 #8 "Threats & Menaces" (2145758, 164pp, ISBN 978-1-302-92023-4, num); our 157pp file is within 7pp
C 94758 cv=112161 gcd=126774 #37-43 0.9 | per the shelf's own N note, this collects #37-43 of Amazing Spider-Man (2018 Marvel, CV 112161/GCD 126774, 106 issues)

I 94776 cv=913512 gcd=2302066 isbn=978-1-302-93211-4 0.9 | Vol.01: CV 142077 #1 (913512) and GCD 180479 #1 (2302066, 220pp, ISBN 978-1-302-93211-4, num); our 211pp file is within 9pp
C 94776 cv=112161 gcd=126774 #75-80 0.9 | per the shelf's own N note, this collects #75-80 of Amazing Spider-Man (2018 Marvel, CV 112161/GCD 126774)
I 94777 cv=932252 gcd=2372071 isbn=978-1-302-93257-2 0.9 | Vol.02: CV 142077 #2 (932252) and GCD 180479 #2 (2372071, 156pp, ISBN 978-1-302-93257-2, num); our 145pp file is within 11pp
C 94777 cv=112161 gcd=126774 #81-85 0.9 | collects #81-85 of the same Amazing Spider-Man (2018) run
I 94778 cv=932629 gcd=2390601 isbn=978-1-302-93258-9 0.9 | Vol.03: CV 142077 #3 (932629) and GCD 180479 #3 (2390601, 140pp, ISBN 978-1-302-93258-9, num); our 135pp file is within 5pp
C 94778 cv=112161 gcd=126774 #86-88 0.9 | collects #86-88 of the same Amazing Spider-Man (2018) run
I 94779 cv=932634 gcd=2401747 isbn=978-1-302-93259-6 0.9 | Vol.04: CV 142077 #4 (932634) and GCD 180479 #4 (2401747, 172pp, ISBN 978-1-302-93259-6, fulldump-rematch); our 166pp file is within 6pp
C 94779 cv=112161 gcd=126774 #89-93 0.9 | collects #89-93 of the same Amazing Spider-Man (2018) run
I 95942 cv=993797 gcd=2538821 isbn=978-1-302-94962-4 0.9 | lookup.py found the omnibus's own record: CV 151026 "The Amazing Spider-Man: Beyond Omnibus" HC (993797) and GCD 201007 issue 2538821 (680pp, ISBN 978-1-302-94962-4, twin rows 2538888/2538893 also exist); our 661pp file is within 19pp
C 95942 cv=112161 gcd=126774 #75-93 0.9 | this omnibus collects #75-93 of the same Amazing Spider-Man (2018) run, spanning all four Beyond volumes

I 118903 cv=630531 gcd=1814322 0.9 | this "Spider-Geddon" tie-in trade collecting issue #5 of the run has its own distinct GCD record (series 125577, num match), separate from the shelf's own series id 115045

I 95359 cv=731538 gcd=- 0.9 | lookup.py found the trade's own record: CV 123722 "Superior Spider-Man: Otto-Matic" v2 (731538); GCD has no row for it (provider-missing); this is the "Superior Spider-Man v2 (2019)" folder's second collected volume

I 86020 cv=216679 gcd=931401 isbn=978-0-7851-1968-5 0.9 | despite the "X-Men" filename and misfiled X-Men v3 folder, this is the trade of Spider-Man: With Great Power: CV 33422 issue 216679 and GCD 64387 issue 931401 (128pp, ISBN 978-0-7851-1968-5) — the per-file gcd pick was already correct despite the weak method flag; our 122pp file is within 6pp

I 95993 cv=- gcd=2278776 isbn=978-1-302-92306-8 0.9 | lookup.py found the trade's own record: GCD 178323 "W.E.B. of Spider-Man GN-TPB" issue 2278776 (116pp, ISBN 978-1-302-92306-8); ComicVine has no volume for it; our 107pp file is within 9pp

I 95797 cv=466509 gcd=1205404 isbn=978-0-7851-8834-6 0.9 | Vol.01 (identity-read on cv): CV 77149 (466509) and GCD 74602 #1 "Great Power" (1205404, 508pp, ISBN 978-0-7851-8834-6); our 505pp file is within 3pp
C 95797 cv=2127 gcd=1570 #1-17 0.9 | per the shelf's own N note, this reprints Amazing Spider-Man (1963 Marvel, CV 2127/GCD 1570); this volume collects #1-17
I 95798 cv=570027 gcd=1660431 isbn=978-0-7851-9581-8 0.9 | Vol.02 (identity-read on cv): CV 97134 (570027) and GCD 74602 #2 "Great Responsibility" (1660431, 508pp, ISBN 978-0-7851-9581-8); our 494pp file is within 14pp
C 95798 cv=2127 gcd=1570 #18-38 0.9 | collects #18-38 of the same Amazing Spider-Man (1963) run
I 95799 cv=670105 gcd=1808311 isbn=978-1-302-91023-5 0.9 | Vol.03 (identity-read on cv): CV 110903 (670105) and GCD 74602 #3 "Spider-Man No More" (1808311, 404pp, ISBN 978-1-302-91023-5); our 397pp file is within 7pp
C 95799 cv=2127 gcd=1570 #39-52 0.9 | collects #39-52 of the same Amazing Spider-Man (1963) run
I 95800 cv=711938 gcd=1978761 isbn=978-1-302-91780-7 0.9 | Vol.04 (identity-read on cv): CV 119744 (711938) and GCD 74602 #4 "The Goblin Lives" (1978761, 500pp, ISBN 978-1-302-91780-7); our 495pp file is within 5pp
C 95800 cv=2127 gcd=1570 #53-67 0.9 | collects #53-67 of the same Amazing Spider-Man (1963) run
I 95802 cv=890995 gcd=2268841 isbn=978-1-302-92908-4 0.9 | Vol.06 (identity-read on cv): CV 139777 (890995) and GCD 74602 #6 "The Death of Captain Stacy" (2268841, 444pp, ISBN 978-1-302-92908-4); our 438pp file is within 6pp
C 95802 cv=2127 gcd=1570 #86-104 0.9 | collects #86-104 of the same Amazing Spider-Man (1963) run
I 95803 cv=594105 gcd=1696226 isbn=978-1-302-90407-4 0.9 | Vol.07 (identity-read on cv): CV 101161 (594105) and GCD 74602 #7 "The Goblin's Last Stand" (1696226, 452pp, ISBN 978-1-302-90407-4); our 448pp file is within 4pp
C 95803 cv=2127 gcd=1570 #105-123 0.9 | collects #105-123 of the same Amazing Spider-Man (1963) run
I 95806 cv=1057258 gcd=2633948 isbn=978-1-302-95526-7 0.9 | Vol.10 (identity-read on cv): CV 158331 (1057258) and GCD 74602 #10 "Big Apple Battleground" (2633948, 524pp, ISBN 978-1-302-95526-7); our 519pp file is within 5pp
C 95806 cv=2127 gcd=1570 #165-185 0.9 | collects #165-185 of the same Amazing Spider-Man (1963) run
I 95807 cv=453652 gcd=1181282 isbn=978-0-7851-8916-9 0.9 | Vol.15 (identity-read on cv): CV 74202 (453652) and GCD 74602 #15 "Ghosts of the Past" (1181282, 476pp, ISBN 978-0-7851-8916-9); our 473pp file is within 3pp
C 95807 cv=2127 gcd=1570 #259-272 0.9 | collects #259-272 of the same Amazing Spider-Man (1963) run
I 95808 cv=599856 gcd=1710057 isbn=978-1-302-90705-1 0.9 | Vol.17 (identity-read on cv): CV 101919 (599856) and GCD 74602 #17 "Kraven's Last Hunt" (1710057, 500pp, ISBN 978-1-302-90705-1); our 497pp file is within 3pp
C 95808 cv=2127 gcd=1570 #289-294 0.9 | collects #289-294 of the same Amazing Spider-Man (1963) run
I 95810 cv=709196 gcd=1964905 isbn=978-1-302-91811-8 0.9 | Vol.19 (identity-read on cv): CV 119132 (709196) and GCD 74602 #19 "Assassin Nation" (1964905, 484pp, ISBN 978-1-302-91811-8); our 481pp file is within 3pp
C 95810 cv=2127 gcd=1570 #311-325 0.9 | collects #311-325 of the same Amazing Spider-Man (1963) run
I 95817 cv=914401 gcd=2273650 isbn=978-1-302-93069-1 0.9 | Vol.26 (identity-read on cv): CV 142111 (914401) and GCD 74602 #26 "Lifetheft" (2273650, 492pp, ISBN 978-1-302-93069-1); our 482pp file is within 10pp
C 95817 cv=2127 gcd=1570 #381-393 0.9 | collects #381-393 of the same Amazing Spider-Man (1963) run

I 95811 cv=434071 gcd=1115971 isbn=978-0-7851-8789-9 0.9 | own record (already on shelf's own S line): CV 69427 issue 434071 and GCD 74602 #20 "Cosmic Adventures" (1115971, 508pp, ISBN 978-0-7851-8789-9) agree despite round2-folder; our 501pp file is within 7pp
N 95811 this book collects part of Amazing Spider-Man (1963) per the shelf's own N note but the packet gives no judged range for it, so no C line can state a range without inventing one
