# R-141: triaged 0.9 tier, 25 Marvel Avengers-family shelves. Three shapes: (1) runs carrying residue (Aaron Avengers, Savage Avengers, Secret Avengers, Young Avengers, Priest Black Panther) - most residue now has a home and is sent there by split-needed joins; (2) the two Epic Collection LINES (Avengers Epic GCD 74603, Avengers West Coast Epic GCD 130433) cut into one shelf per book by ComicVine's per-book count-1 volumes - the old merge-with chains between the singletons never took effect because merge-with needs a SHARED cv, so each singleton now takes the line (cv=-) and joins the line shelf by the split lane (L-377), exactly as R-137 / P-055 did for the Marvel Two-in-One Epic Collection; (3) one-book trade shelves whose run already has a shelf (Lionheart of Avalon -> Avengers v3 S95223, a second rip of a book already there). Uncanny Avengers 2015 had stored the trade's count-1 GCD series; the run's own GCD 86102 replaces it.
# --- S1649 Avengers (2018, Jason Aaron)
S 1649 cv=110496 gcd=123960 0.9 | the Jason Aaron run: CV 110496 "Avengers" (Marvel 2018, 66, cached #1-66) and GCD 123960 (Marvel 2018-2023, 66) agree on publisher, start and count; "Avengers by Jason Aaron Vol. 01-11" are GCD 130905 #1-11 (rows 1855036 ... 2490863, roll-ups s123960) and Vol. 12 "Avengers Assemble" is GCD 202254 row 2555889 - the run's own editions; 0.9 for the Avengers Annual 2021 one-shot (CV 138528 / GCD 175734) and Avengers 1,000,000 BC #1 (GCD 188287), their own records, stored by no shelf
I 53062 cv=315552 gcd=934730 isbn=978-0-7851-5177-7 0.95 | "Secret Avengers Vol. 03 - Fear Itself (2012)" 128pp = GCD 64732 row 934730 (120pp, collects #12.1, 13-15 + Fear Itself: Black Widow #1) and CV 45830 "Fear Itself: Secret Avengers" issue 315552
I 53958 cv=498400 gcd=1453554 isbn=978-0-7851-9237-4 0.95 | "Uncanny Avengers Vol. 01 - Counter-Evolutionary (2015)" 115pp = GCD 92132 row 1453554 (116pp, ISBN 978-0-7851-9237-4, reprints s86102 #1-5) and CV 84137 "Uncanny Avengers: Counter-Evolutionary" issue 498400 (TPB)
I 53152 cv=28581 gcd=43364 isbn=- 1.0 | "West Coast Avengers Annual 002 (1987)" Glorith-HD 43pp: ComicInfo Web 28581 is CV 3656 issue #2 "Death and Texas" (L-136), GCD 3208 issue 43364 #2 (52pp)
I 53153 cv=31863 gcd=625573 isbn=- 1.0 | "West Coast Avengers Annual 004 (1989)" Marika 56pp: ComicInfo Web 31863 is CV 4219 issue #4 "Gather Now Ye Seven Brides" (L-136); GCD files #4 in 3208 as issue 625573 (68pp)
I 53154 cv=34757 gcd=50228 isbn=- 0.9 | "West Coast Avengers Annual 006 (1986) (2023)" 57pp: annual #6 exists only as Avengers West Coast Annual #6 (1991), CV 4219 issue 34757 / GCD 3831 issue 50228 (68pp); the "(1986)" is the annual line's start year, not the issue's
I 87242 cv=30197 gcd=45120 isbn=- 0.9 | "009 West Coast Avengers Annual 003 (1988)" 47pp is a chronology excerpt (partial rip) of WCA Annual #3: CV 3656 issue 30197, GCD 3208 issue 45120 (68pp)
I 87357 cv=31863 gcd=625573 isbn=- 0.9 | "012 West Coast Avengers Annual 004 (1989)" 31pp is a chronology excerpt (partial rip) of Annual #4 (Atlantis Attacks): CV 4219 issue 31863, GCD 3208 issue 625573 (68pp)
I 53201 cv=108597 gcd=46613 isbn=- 0.95 | "Avengers West Coast 047 (1989) (b&w) (Bchry-DCP).cbz" (23pp) is Avengers West Coast #47: CV 18494 issue 108597 and GCD 3061 (GCD files #47 as the last West Coast Avengers issue) issue 46613, the AWC era record of the one WCA/AWC run
I 53202 cv=109903 gcd=46720 isbn=- 0.95 | "Avengers West Coast 048 (1989) (b&w) (Bchry-DCP).cbz" (23pp) is Avengers West Coast #48: CV 18494 issue 109903 and GCD 3830 issue 46720, the AWC era record of the one WCA/AWC run
I 53203 cv=109913 gcd=46845 isbn=- 0.95 | "Avengers West Coast 049 (1989) (b&w) (Bchry-DCP).cbz" (23pp) is Avengers West Coast #49: CV 18494 issue 109913 and GCD 3830 issue 46845, the AWC era record of the one WCA/AWC run
I 53204 cv=114085 gcd=46964 isbn=- 0.95 | "Avengers West Coast 050 (1989) (b&w) (Bchry-DCP).cbz" (23pp) is Avengers West Coast #50: CV 18494 issue 114085 and GCD 3830 issue 46964, the AWC era record of the one WCA/AWC run
I 53205 cv=114086 gcd=47026 isbn=- 0.95 | "Avengers West Coast 051 (1989) (b&w) (Bchry-DCP).cbz" (23pp) is Avengers West Coast #51: CV 18494 issue 114086 and GCD 3830 issue 47026, the AWC era record of the one WCA/AWC run
I 53206 cv=114087 gcd=47112 isbn=- 0.95 | "Avengers West Coast 052 (1989) (b&w) (Bchry-DCP).cbz" (22pp) is Avengers West Coast #52: CV 18494 issue 114087 and GCD 3830 issue 47112, the AWC era record of the one WCA/AWC run
I 53207 cv=114117 gcd=47178 isbn=- 0.95 | "Avengers West Coast 053 (1989) (b&w) (Bchry-DCP).cbz" (23pp) is Avengers West Coast #53: CV 18494 issue 114117 and GCD 3830 issue 47178, the AWC era record of the one WCA/AWC run
I 53208 cv=114099 gcd=47465 isbn=- 0.95 | "Avengers West Coast 054 (1990) (b&w) (Bchry-DCP).cbz" (22pp) is Avengers West Coast #54: CV 18494 issue 114099 and GCD 3830 issue 47465, the AWC era record of the one WCA/AWC run
I 53209 cv=114100 gcd=47576 isbn=- 0.95 | "Avengers West Coast 055 (1990) (b&w) (Bchry-DCP).cbz" (23pp) is Avengers West Coast #55: CV 18494 issue 114100 and GCD 3830 issue 47576, the AWC era record of the one WCA/AWC run
I 53210 cv=114102 gcd=47690 isbn=- 0.95 | "Avengers West Coast 056 (1990) (b&w) (Bchry-DCP).cbz" (21pp) is Avengers West Coast #56: CV 18494 issue 114102 and GCD 3830 issue 47690, the AWC era record of the one WCA/AWC run
I 53211 cv=114077 gcd=47811 isbn=- 0.95 | "Avengers West Coast 057 (1990) (b&w) (Bchry-DCP).cbz" (22pp) is Avengers West Coast #57: CV 18494 issue 114077 and GCD 3830 issue 47811, the AWC era record of the one WCA/AWC run
I 53212 cv=30197 gcd=45120 isbn=- 0.95 | "Avengers West Coast Annual 003 (1988)" 48pp is West Coast Avengers Annual #3 (1988): CV 3656 issue 30197 "Heads You Lose, Tails You Win" and GCD 3208 issue 45120 (68pp)
I 53213 cv=31863 gcd=625573 isbn=- 0.95 | "Avengers West Coast Annual 004 (1989) (b&w)" 29pp is a b&w rip of Annual #4: CV 4219 issue 31863, GCD 3208 issue 625573
I 53214 cv=31863 gcd=625573 isbn=- 0.95 | "Avengers West Coast Annual 004 (1989)" 42pp digital = Annual #4 (1989): CV 4219 issue 31863 (the AWC annual volume), GCD 3208 issue 625573 (GCD keeps #4 under the WCA annual)
I 53215 cv=33189 gcd=48455 isbn=- 0.95 | "Avengers West Coast Annual 005 (1990)" 57pp = CV 4219 issue 33189 "The Terminus Factor (Part 4)" and GCD 3831 issue 48455 (68pp)
I 53216 cv=35151 gcd=50663 isbn=- 1.0 | "Avengers West Coast Annual 007 (1992)" Marika 57pp: ComicInfo Web 35151 is CV 4219 issue #7 (L-136) and GCD 3831 issue 50663 (64pp), Count 7 on the ComicInfo
I 53217 cv=36650 gcd=52337 isbn=- 0.95 | "Avengers West Coast Annual 008 (1993)" 52pp = CV 4219 issue 36650 "If Volcanic Winter Comes" and GCD 3831 issue 52337 (64pp)
I 53218 cv=36650 gcd=52337 isbn=- 0.95 | "Avengers West Coast Annual 008 (1993) (Zone)" 53pp is a second rip of Annual #8: CV 4219 issue 36650, GCD 3831 issue 52337
I 53219 cv=108597 gcd=46613 isbn=- 0.95 | "Avengers West Coast 047 (1989) (Digital) (TLK-EMPIRE-HD).cbr" (24pp) is Avengers West Coast #47: CV 18494 issue 108597 and GCD 3061 (GCD files #47 as the last West Coast Avengers issue) issue 46613, the AWC era record of the one WCA/AWC run
I 53220 cv=109903 gcd=46720 isbn=- 0.95 | "Avengers West Coast 048 (1989) (Digital) (TLK-EMPIRE-HD).cbr" (24pp) is Avengers West Coast #48: CV 18494 issue 109903 and GCD 3830 issue 46720, the AWC era record of the one WCA/AWC run
I 53221 cv=109913 gcd=46845 isbn=- 0.95 | "Avengers West Coast 049 (1989) (Digital) (TLK-EMPIRE-HD).cbr" (24pp) is Avengers West Coast #49: CV 18494 issue 109913 and GCD 3830 issue 46845, the AWC era record of the one WCA/AWC run
I 53222 cv=114085 gcd=46964 isbn=- 0.95 | "Avengers West Coast 050 (1989) (Digital) (TLK-EMPIRE-HD).cbr" (24pp) is Avengers West Coast #50: CV 18494 issue 114085 and GCD 3830 issue 46964, the AWC era record of the one WCA/AWC run
I 53223 cv=114086 gcd=47026 isbn=- 0.95 | "Avengers West Coast 051 (1989) (Digital) (TLK-EMPIRE-HD).cbr" (24pp) is Avengers West Coast #51: CV 18494 issue 114086 and GCD 3830 issue 47026, the AWC era record of the one WCA/AWC run
I 53224 cv=114087 gcd=47112 isbn=- 0.95 | "Avengers West Coast 052 (1989) (Digital) (TLK-EMPIRE-HD).cbr" (23pp) is Avengers West Coast #52: CV 18494 issue 114087 and GCD 3830 issue 47112, the AWC era record of the one WCA/AWC run
I 53225 cv=114117 gcd=47178 isbn=- 0.95 | "Avengers West Coast 053 (1989) (Digital) (TLK-EMPIRE-HD).cbr" (24pp) is Avengers West Coast #53: CV 18494 issue 114117 and GCD 3830 issue 47178, the AWC era record of the one WCA/AWC run
I 53226 cv=114099 gcd=47465 isbn=- 0.95 | "Avengers West Coast 054 (1990) (Digital) (TLK-EMPIRE-HD).cbr" (23pp) is Avengers West Coast #54: CV 18494 issue 114099 and GCD 3830 issue 47465, the AWC era record of the one WCA/AWC run
I 53227 cv=114100 gcd=47576 isbn=- 0.95 | "Avengers West Coast 055 (1990) (Digital) (TLK-EMPIRE-HD).cbr" (24pp) is Avengers West Coast #55: CV 18494 issue 114100 and GCD 3830 issue 47576, the AWC era record of the one WCA/AWC run
I 53228 cv=114102 gcd=47690 isbn=- 0.95 | "Avengers West Coast 056 (1990) (Digital) (TLK-EMPIRE-HD).cbr" (22pp) is Avengers West Coast #56: CV 18494 issue 114102 and GCD 3830 issue 47690, the AWC era record of the one WCA/AWC run
I 53229 cv=114077 gcd=47811 isbn=- 0.95 | "Avengers West Coast 057 (1990) (Digital) (TLK-EMPIRE-HD).cbr" (23pp) is Avengers West Coast #57: CV 18494 issue 114077 and GCD 3830 issue 47811, the AWC era record of the one WCA/AWC run
I 53230 cv=114091 gcd=47925 isbn=- 0.95 | "Avengers West Coast 058 (1990) (Digital) (Shadowcat-Empire).cbz" (24pp) is Avengers West Coast #58: CV 18494 issue 114091 and GCD 3830 issue 47925, the AWC era record of the one WCA/AWC run
I 53231 cv=114092 gcd=48052 isbn=- 0.95 | "Avengers West Coast 059 (1990) (Digital) (Shadowcat-Empire).cbz" (24pp) is Avengers West Coast #59: CV 18494 issue 114092 and GCD 3830 issue 48052, the AWC era record of the one WCA/AWC run
I 53232 cv=114093 gcd=48192 isbn=- 0.95 | "Avengers West Coast 060 (1990) (Digital) (Zone-Empire).cbr" (24pp) is Avengers West Coast #60: CV 18494 issue 114093 and GCD 3830 issue 48192, the AWC era record of the one WCA/AWC run
I 53233 cv=114094 gcd=48321 isbn=- 0.95 | "Avengers West Coast 061 (1990) (Digital) (Zone-Empire).cbr" (24pp) is Avengers West Coast #61: CV 18494 issue 114094 and GCD 3830 issue 48321, the AWC era record of the one WCA/AWC run
I 53234 cv=114098 gcd=48454 isbn=- 0.95 | "Avengers West Coast 062 (1990) (Digital) (Zone-Empire).cbr" (24pp) is Avengers West Coast #62: CV 18494 issue 114098 and GCD 3830 issue 48454, the AWC era record of the one WCA/AWC run
I 53235 cv=114103 gcd=48592 isbn=- 0.95 | "Avengers West Coast 063 (1990) (Digital) (Shadowcat-Empire).cbz" (24pp) is Avengers West Coast #63: CV 18494 issue 114103 and GCD 3830 issue 48592, the AWC era record of the one WCA/AWC run
I 53236 cv=114104 gcd=48719 isbn=- 0.95 | "Avengers West Coast 064 (1990) (Digital) (Shadowcat-Empire).cbz" (24pp) is Avengers West Coast #64: CV 18494 issue 114104 and GCD 3830 issue 48719, the AWC era record of the one WCA/AWC run
I 53237 cv=114106 gcd=48841 isbn=- 0.95 | "Avengers West Coast 065 (1990) (Digital) (Shadowcat-Empire).cbz" (24pp) is Avengers West Coast #65: CV 18494 issue 114106 and GCD 3830 issue 48841, the AWC era record of the one WCA/AWC run
I 53238 cv=114107 gcd=49118 isbn=- 0.95 | "Avengers West Coast 066 (1991) (Digital) (Shadowcat-Empire).cbz" (24pp) is Avengers West Coast #66: CV 18494 issue 114107 and GCD 3830 issue 49118, the AWC era record of the one WCA/AWC run
I 53239 cv=114108 gcd=49232 isbn=- 0.95 | "Avengers West Coast 067 (1991) (Digital) (Shadowcat-Empire).cbz" (23pp) is Avengers West Coast #67: CV 18494 issue 114108 and GCD 3830 issue 49232, the AWC era record of the one WCA/AWC run
I 53240 cv=114116 gcd=49360 isbn=- 0.95 | "Avengers West Coast 068 (1991) (Digital) (Shadowcat-Empire).cbz" (24pp) is Avengers West Coast #68: CV 18494 issue 114116 and GCD 3830 issue 49360, the AWC era record of the one WCA/AWC run
I 53241 cv=114151 gcd=49476 isbn=- 0.95 | "Avengers West Coast 069 (1991) (Digital) (Shadowcat-Empire).cbz" (24pp) is Avengers West Coast #69: CV 18494 issue 114151 and GCD 3830 issue 49476, the AWC era record of the one WCA/AWC run
I 53242 cv=114152 gcd=49595 isbn=- 0.95 | "Avengers West Coast 070 (1991) (Digital) (Shadowcat-Empire).cbz" (24pp) is Avengers West Coast #70: CV 18494 issue 114152 and GCD 3830 issue 49595, the AWC era record of the one WCA/AWC run
I 53243 cv=114154 gcd=49704 isbn=- 0.95 | "Avengers West Coast 071 (1991) (Digital) (Shadowcat-Empire).cbz" (24pp) is Avengers West Coast #71: CV 18494 issue 114154 and GCD 3830 issue 49704, the AWC era record of the one WCA/AWC run
I 53244 cv=114156 gcd=49833 isbn=- 0.95 | "Avengers West Coast 072 (1991) (Digital) (Shadowcat-Empire).cbz" (24pp) is Avengers West Coast #72: CV 18494 issue 114156 and GCD 3830 issue 49833, the AWC era record of the one WCA/AWC run
I 53245 cv=114159 gcd=49965 isbn=- 0.95 | "Avengers West Coast 073 (1991) (Digital) (Shadowcat-Empire).cbz" (24pp) is Avengers West Coast #73: CV 18494 issue 114159 and GCD 3830 issue 49965, the AWC era record of the one WCA/AWC run
I 53246 cv=114160 gcd=50096 isbn=- 0.95 | "Avengers West Coast 074 (1991) (Digital) (Shadowcat-Empire).cbz" (24pp) is Avengers West Coast #74: CV 18494 issue 114160 and GCD 3830 issue 50096, the AWC era record of the one WCA/AWC run
I 53247 cv=109918 gcd=50227 isbn=- 0.95 | "Avengers West Coast 075 (1991) (Digital) (Shadowcat-Empire).cbz" (40pp) is Avengers West Coast #75: CV 18494 issue 109918 and GCD 3830 issue 50227, the AWC era record of the one WCA/AWC run
I 53248 cv=114161 gcd=50357 isbn=- 0.95 | "Avengers West Coast 076 (1989) (digital).cbz" (23pp) is Avengers West Coast #76: CV 18494 issue 114161 and GCD 3830 issue 50357, the AWC era record of the one WCA/AWC run
I 53249 cv=114172 gcd=50489 isbn=- 0.95 | "Avengers West Coast 077 (1989) (digital).cbz" (23pp) is Avengers West Coast #77: CV 18494 issue 114172 and GCD 3830 issue 50489, the AWC era record of the one WCA/AWC run
I 53250 cv=114173 gcd=50777 isbn=- 0.95 | "Avengers West Coast 078 (1989) (digital).cbz" (23pp) is Avengers West Coast #78: CV 18494 issue 114173 and GCD 3830 issue 50777, the AWC era record of the one WCA/AWC run
I 53251 cv=114174 gcd=50895 isbn=- 0.95 | "Avengers West Coast 079 (1989) (digital).cbz" (23pp) is Avengers West Coast #79: CV 18494 issue 114174 and GCD 3830 issue 50895, the AWC era record of the one WCA/AWC run
I 53252 cv=114272 gcd=51014 isbn=- 0.95 | "Avengers West Coast 080 (1992) (Digital) (Zone-Empire).cbr" (24pp) is Avengers West Coast #80: CV 18494 issue 114272 and GCD 3830 issue 51014, the AWC era record of the one WCA/AWC run
I 53253 cv=114273 gcd=51128 isbn=- 0.95 | "Avengers West Coast 081 (1992) (Digital) (Zone-Empire).cbr" (23pp) is Avengers West Coast #81: CV 18494 issue 114273 and GCD 3830 issue 51128, the AWC era record of the one WCA/AWC run
I 53254 cv=114274 gcd=51243 isbn=- 0.95 | "Avengers West Coast 082 (1992) (Digital) (Zone-Empire).cbr" (22pp) is Avengers West Coast #82: CV 18494 issue 114274 and GCD 3830 issue 51243, the AWC era record of the one WCA/AWC run
I 53255 cv=114275 gcd=51359 isbn=- 0.95 | "Avengers West Coast 083 (1992).cbr" (24pp) is Avengers West Coast #83: CV 18494 issue 114275 and GCD 3830 issue 51359, the AWC era record of the one WCA/AWC run
I 53256 cv=114276 gcd=51497 isbn=- 0.95 | "Avengers West Coast 084 (1992).cbr" (23pp) is Avengers West Coast #84: CV 18494 issue 114276 and GCD 3830 issue 51497, the AWC era record of the one WCA/AWC run
I 53257 cv=114277 gcd=51627 isbn=- 0.95 | "Avengers West Coast 085 (1992).cbr" (23pp) is Avengers West Coast #85: CV 18494 issue 114277 and GCD 3830 issue 51627, the AWC era record of the one WCA/AWC run
I 53258 cv=114278 gcd=51765 isbn=- 0.95 | "Avengers West Coast 086 (1992).cbr" (23pp) is Avengers West Coast #86: CV 18494 issue 114278 and GCD 3830 issue 51765, the AWC era record of the one WCA/AWC run
I 53259 cv=114279 gcd=51901 isbn=- 0.95 | "Avengers West Coast 087 (1992).cbr" (23pp) is Avengers West Coast #87: CV 18494 issue 114279 and GCD 3830 issue 51901, the AWC era record of the one WCA/AWC run
I 53260 cv=114282 gcd=52040 isbn=- 0.95 | "Avengers West Coast 088 (1992).cbr" (23pp) is Avengers West Coast #88: CV 18494 issue 114282 and GCD 3830 issue 52040, the AWC era record of the one WCA/AWC run
I 53261 cv=114284 gcd=52173 isbn=- 0.95 | "Avengers West Coast 089 (1992) (Digital) (Zone-Empire).cbr" (24pp) is Avengers West Coast #89: CV 18494 issue 114284 and GCD 3830 issue 52173, the AWC era record of the one WCA/AWC run
I 53262 cv=114281 gcd=52444 isbn=- 0.95 | "Avengers West Coast 090 (1993) (Digital) (Zone-Empire).cbr" (24pp) is Avengers West Coast #90: CV 18494 issue 114281 and GCD 3830 issue 52444, the AWC era record of the one WCA/AWC run
I 53263 cv=114280 gcd=52569 isbn=- 0.95 | "Avengers West Coast 091 (1993) (Digital) (Zone-Empire).cbr" (23pp) is Avengers West Coast #91: CV 18494 issue 114280 and GCD 3830 issue 52569, the AWC era record of the one WCA/AWC run
I 53264 cv=114285 gcd=52693 isbn=- 0.95 | "Avengers West Coast 092 (1993) (Digital) (AnHeroGold-Empire).cbz" (22pp) is Avengers West Coast #92: CV 18494 issue 114285 and GCD 3830 issue 52693, the AWC era record of the one WCA/AWC run
I 53265 cv=114286 gcd=52827 isbn=- 0.95 | "Avengers West Coast 093 (1993) (Digital) (AnHeroGold-Empire).cbz" (23pp) is Avengers West Coast #93: CV 18494 issue 114286 and GCD 3830 issue 52827, the AWC era record of the one WCA/AWC run
I 53266 cv=114287 gcd=52976 isbn=- 0.95 | "Avengers West Coast 094 (1993) (Digital) (AnHeroGold-Empire).cbz" (23pp) is Avengers West Coast #94: CV 18494 issue 114287 and GCD 3830 issue 52976, the AWC era record of the one WCA/AWC run
I 53267 cv=114289 gcd=53133 isbn=- 0.95 | "Avengers West Coast 095 (1993) (Digital) (AnHeroGold-Empire).cbz" (23pp) is Avengers West Coast #95: CV 18494 issue 114289 and GCD 3830 issue 53133, the AWC era record of the one WCA/AWC run
I 53268 cv=114290 gcd=53307 isbn=- 0.95 | "Avengers West Coast 096 (1993) (Digital) (AnHeroGold-Empire).cbz" (23pp) is Avengers West Coast #96: CV 18494 issue 114290 and GCD 3830 issue 53307, the AWC era record of the one WCA/AWC run
I 53269 cv=114292 gcd=53469 isbn=- 0.95 | "Avengers West Coast 097 (1993) (Digital) (AnHeroGold-Empire).cbz" (24pp) is Avengers West Coast #97: CV 18494 issue 114292 and GCD 3830 issue 53469, the AWC era record of the one WCA/AWC run
I 53270 cv=114180 gcd=53628 isbn=- 0.95 | "Avengers West Coast 098 (1993) (Digital) (AnHeroGold-Empire).cbz" (23pp) is Avengers West Coast #98: CV 18494 issue 114180 and GCD 3830 issue 53628, the AWC era record of the one WCA/AWC run
I 53271 cv=114179 gcd=53796 isbn=- 0.95 | "Avengers West Coast 099 (1993) (Digital) (AnHeroGold-Empire).cbz" (23pp) is Avengers West Coast #99: CV 18494 issue 114179 and GCD 3830 issue 53796, the AWC era record of the one WCA/AWC run
I 53272 cv=114164 gcd=53961 isbn=- 0.95 | "Avengers West Coast 100 (1993) (Digital) (AnHeroGold-Empire).cbz" (55pp) is Avengers West Coast #100: CV 18494 issue 114164 and GCD 3830 issue 53961, the AWC era record of the one WCA/AWC run
I 53273 cv=114163 gcd=54135 isbn=- 0.95 | "Avengers West Coast 101 (1993) (Digital) (Zone-Empire).cbr" (22pp) is Avengers West Coast #101: CV 18494 issue 114163 and GCD 3830 issue 54135, the AWC era record of the one WCA/AWC run
I 53274 cv=108621 gcd=54407 isbn=- 0.95 | "Avengers West Coast 102 (1994) (Digital) (AnHeroGold-Empire).cbz" (23pp) is Avengers West Coast #102: CV 18494 issue 108621 and GCD 3830 issue 54407, the AWC era record of the one WCA/AWC run
I 87485 cv=114117 gcd=47178 isbn=- 0.95 | "020 Avengers West Coast 053 (1989) (Digital) (TLK-EMPIRE-HD).cbr" (24pp) is Avengers West Coast #53: CV 18494 issue 114117 and GCD 3830 issue 47178, the AWC era record of the one WCA/AWC run
I 87515 cv=114099 gcd=47465 isbn=- 0.95 | "050 Avengers West Coast 054 (1990) (Digital) (TLK-EMPIRE-HD).cbr" (23pp) is Avengers West Coast #54: CV 18494 issue 114099 and GCD 3830 issue 47465, the AWC era record of the one WCA/AWC run
I 87525 cv=114100 gcd=47576 isbn=- 0.95 | "060 Avengers West Coast 055 (1990) (Digital) (AnPymGold-Empire).cbz" (23pp) is Avengers West Coast #55: CV 18494 issue 114100 and GCD 3830 issue 47576, the AWC era record of the one WCA/AWC run
I 88018 cv=114163 gcd=54135 isbn=- 0.95 | "003 Avengers West Coast 101 (1993) (Digital) (Zone-Empire).cbr" (22pp) is Avengers West Coast #101: CV 18494 issue 114163 and GCD 3830 issue 54135, the AWC era record of the one WCA/AWC run
I 116472 cv=114163 gcd=54135 isbn=- 0.95 | "03 Avengers West Coast 101 (1993) (Digital) (UberSoldier-DCP).cbr" (22pp) is Avengers West Coast #101: CV 18494 issue 114163 and GCD 3830 issue 54135, the AWC era record of the one WCA/AWC run
I 53278 cv=719453 gcd=2022931 isbn=978-1-302-91971-9 0.95 | Vol. 02 "Lost in Space-Time": CV 121414 count 1, issue 719453 "Volume 2", and GCD issue 2022931, ISBN 978-1-302-91971-9, 492 pages, the 2019 first printing matching our file's (2019)
C 53278 cv=3521 gcd=3061 #8-24 0.95 | this Avengers West Coast Epic Collection volume collects West Coast Avengers (Marvel 1985-1989; CV 3521 = GCD 3061) #8-24, per its GCD 130433 row's notes / roll-up
I 53281 cv=921519 gcd=2298304 isbn=978-1-302-93198-8 0.9 | own record (identity-read): CV 142799 v05 (921519) and GCD 130433 #5 "Darker than Scarlet" (2298304, 460pp, ISBN 978-1-302-93198-8); our 454pp file is within 6pp
C 53281 cv=18494 gcd=3830 #53-64 0.95 | this Avengers West Coast Epic Collection volume collects Avengers West Coast (Marvel 1989-1994; CV 18494 = GCD 3830) #53-64, per its GCD 130433 row's notes / roll-up
I 53282 cv=987299 gcd=2525350 isbn=978-1-302-95101-6 0.9 | own record (identity-read): CV 150053 v06 (987299) and GCD 130433 #6 "California Screaming" (2525350, 516pp, ISBN 978-1-302-95101-6); our 505pp file is within 11pp
C 53282 cv=18494 gcd=3830 #65-82 0.95 | this Avengers West Coast Epic Collection volume collects Avengers West Coast (Marvel 1989-1994; CV 18494 = GCD 3830) #65-82, per its GCD 130433 row's notes / roll-up
I 53283 cv=1053043 gcd=2625772 isbn=9781302956448 1.0 | "Avengers West Coast Epic Collection Vol. 07 - Ultron Unbound" (475pp) ISBN 978-1-302-95644-8 matches GCD issue 2625772 (492pp) exactly, volume 130433's own issue #7; the per-file round2-folder pick (1851939, issue #1) is a mismatched neighbour and rejected
C 53283 cv=18494 gcd=3830 #83-95 0.95 | this Avengers West Coast Epic Collection volume collects Avengers West Coast (Marvel 1989-1994; CV 18494 = GCD 3830) #83-95, per its GCD 130433 row's notes / roll-up
I 53960 cv=686371 gcd=1851939 isbn=978-1-302-91423-3 0.95 | Vol. 01: CV issue 686371 is volume 113854's only issue and GCD issue 1851939 is series 130433's #1, ISBN 978-1-302-91423-3, 500 pages against our 497pp digital-Empire rip
C 53960 cv=3521 gcd=3061 #1-7 0.95 | this Avengers West Coast Epic Collection volume collects West Coast Avengers (Marvel 1985-1989; CV 3521 = GCD 3061) #1-7, per its GCD 130433 row's notes / roll-up
C 53960 cv=3372 gcd=2900 #1-4 0.95 | this Avengers West Coast Epic Collection volume collects the 1984 West Coast Avengers limited series (Marvel 1984, 4; CV 3372 = GCD 2900) #1-4, per its GCD 130433 row's notes / roll-up
I 53277 cv=686371 gcd=1851939 isbn=978-1-302-91423-3 0.95 | per-file round2-folder happened to land on the correct id: CV 113854 issue 686371 and GCD 130433 #1 "How the West Was Won" (1851939, 500pp, ISBN 978-1-302-91423-3); our 497pp file is within 3pp
C 53277 cv=3521 gcd=3061 #1-7 0.95 | this Avengers West Coast Epic Collection volume collects West Coast Avengers (Marvel 1985-1989; CV 3521 = GCD 3061) #1-7, per its GCD 130433 row's notes / roll-up
C 53277 cv=3372 gcd=2900 #1-4 0.95 | this Avengers West Coast Epic Collection volume collects the 1984 West Coast Avengers limited series (Marvel 1984, 4; CV 3372 = GCD 2900) #1-4, per its GCD 130433 row's notes / roll-up
I 53286 cv=686371 gcd=1851939 isbn=978-1-302-91423-3 0.95 | duplicate rip of the same 497pp book as item 53277, per the shelf's own N note; same record
C 53286 cv=3521 gcd=3061 #1-7 0.95 | this Avengers West Coast Epic Collection volume collects West Coast Avengers (Marvel 1985-1989; CV 3521 = GCD 3061) #1-7, per its GCD 130433 row's notes / roll-up
C 53286 cv=3372 gcd=2900 #1-4 0.95 | this Avengers West Coast Epic Collection volume collects the 1984 West Coast Avengers limited series (Marvel 1984, 4; CV 3372 = GCD 2900) #1-4, per its GCD 130433 row's notes / roll-up
I 53279 cv=803693 gcd=2156049 isbn=9781302923167 1.0 | "Avengers West Coast Epic Collection Vol. 03 - Tales to Astonish" (453pp) ISBN 978-1-302-92316-7 matches GCD issue 2156049 (460pp) exactly, volume 130433's own issue #3
C 53279 cv=3521 gcd=3061 #25-37 0.95 | this Avengers West Coast Epic Collection volume collects West Coast Avengers (Marvel 1985-1989; CV 3521 = GCD 3061) #25-37, per its GCD 130433 row's notes / roll-up
I 53280 cv=822553 gcd=2186137 isbn=9781302927424 1.0 | "Avengers West Coast Epic Collection Vol. 04 - Vision Quest" (477pp) ISBN 978-1-302-92742-4 matches GCD issue 2186137 (492pp) exactly, volume 130433's own issue #4
C 53280 cv=3521 #38-46 0.95 | this Avengers West Coast Epic Collection volume collects West Coast Avengers (Marvel 1985, CV 3521, 46 issues) #38-46 on CV's leg, per its GCD 130433 row's notes / roll-up
C 53280 cv=18494 #47-52 0.95 | this Avengers West Coast Epic Collection volume collects Avengers West Coast (Marvel 1989, CV 18494, #47-102) #47-52 on CV's leg, per its GCD 130433 row's notes / roll-up
C 53280 gcd=3061 #38-47 0.95 | this Avengers West Coast Epic Collection volume collects West Coast Avengers (GCD 3061, 1985-1989, 47 rows) #38-47 on GCD's leg, whose roll-up puts #47 in the WCA series, per its GCD 130433 row's notes / roll-up
