# X-050 — item batch, heavily Marvel Epic Collection / creator-named collected-line shelves plus a few
# manga/magazine/British singles. Recurring pattern: many per-file GCD "num"/"identity-read" picks are the
# shelf's own trustworthy resolution and are transcribed directly; several per-file picks are known traps
# (reused title-only stamp across every volume of a line — A-Force Presents, Heroes Reborn Companion,
# Immortal X-Men's Italian Panini stamp, Official Handbook's Deluxe-Edition stamp) corrected from the
# shelf's own header cv/gcd pool by ordinal or title. Several "no record found" shelf notes were resolved
# by lookup.py under a different spelling (Machine Man, Darkhold, Captain Britain Omnibus, Captain Britain
# and MI:13: Secret Invasion, Aliens: Hive, Strange Tales, Immortal X-Men by Kieron Gillen, Savage Avengers'
# two trades, Avengers and the Infinity Gauntlet). C OWED books on Epic/deluxe-edition lines each collect a
# range of the underlying ongoing named in the shelf's own N note — those runs (Avengers 1963 CV 2128/GCD
# 1571; Avengers West Coast retitled CV 18494/GCD 3830; Captain America 1998 v3 CV 6206/GCD 6023; Captain
# America 2011 v6 CV 41245/GCD 59241; Daredevil 1964 CV 2190/GCD 1636; Micronauts 1979 CV 3008/GCD 2514)
# were all found by lookup.py, several where the shelf's own N note said none could be found.
# S21750 Witches: this batch's only book is Daisuke Igarashi's manga (Manga\_Daisuke Igarashi\Witches
# folder), not the Marvel 2004 mini the shelf's S line names — presenting for the lead, not resolving.

I 49177 cv=962737 gcd=2440591 isbn=978-1-302-94953-2 0.95 | Trials of X v01: CV 147219 #1 (962737) and GCD 190684 #1 (2440591, 180pp, ISBN 978-1-302-94953-2) agree by num; our 165pp file is within 15pp
I 53312 cv=910895 gcd=2278764 isbn=978-1-302-93233-6 0.9 | own record (identity-read): CV 141863 (910895) and GCD 74603 #26 "Taking A.I.M." (2278764, 508pp, ISBN 978-1-302-93233-6); our 481pp file is within 27pp
C 53312 cv=2128 gcd=1571 #378-388 0.9 | collects #378-388 of the same Avengers (1963 Marvel, CV 2128/GCD 1571) run named above

I 53291 cv=470089 gcd=1207883 isbn=978-0-7851-8864-3 0.95 | own record: CV 78105 issue 470089 and GCD 74603 #1 "Earth's Mightiest Heroes" (1207883, 460pp, ISBN 978-0-7851-8864-3, twin row 2633949 also exists); our 458pp file is within 2pp

I 53299 cv=436501 gcd=1115973 isbn=978-0-7851-8790-5 0.95 | own record: CV 69962 issue 436501 (per the shelf's own identity line) and GCD 74603 #9 "The Final Threat" (1115973, 444pp, ISBN 978-0-7851-8790-5, twin row 2235867 also exists); our 438pp file is within 6pp

I 96073 cv=267234 gcd=2501254 isbn=978-0-7851-4843-2 0.9 | a direct catalog query found what the shelf's N note said was uncached: CV 39533 issue 267234 (HC/TPB) and GCD 197343 issue 2501254 (140pp, ISBN 978-0-7851-4843-2); our 133pp file is within 7pp

I 53651 cv=1045758 gcd=2609521 isbn=978-1-302-95368-3 0.9 | own record: CV 146660 #2 (1045758) and GCD 193575 #2 (2609521, 928pp, ISBN 978-1-302-95368-3, twin row 2609538 also exists) agree by num; our 893pp file is within 35pp

I 53649 cv=978467 gcd=2438616 isbn=978-1-302-94508-4 0.9 | own record: CV 148946 issue 978467 and GCD 190293 issue 2438616 (920pp, ISBN 978-1-302-94508-4, twin row 2440159 also exists) agree by num; our 873pp file is within 47pp

I 77946 cv=205529 gcd=954350 isbn=978-0-78514-301-7 0.9 | lookup.py found the trade's own record: CV 32503 "Black Widow: Deadly Origin" HC/TPB (205529) and GCD 66464 issue 954350 (120pp, ISBN 978-0-78514-301-7, twin row 66465/954351 also exists); our 106pp file is within 14pp

I 77172 cv=828990 gcd=2205799 isbn=978-1-302-92324-2 0.9 | own record (identity-read on gcd): CV 133900 book01 (828990, matches header ordinal #1) and GCD 170493 #1 (2205799, 420pp, ISBN 978-1-302-92324-2); our 385pp file is within 35pp
C 77172 cv=6206 gcd=6023 #1-12 0.9 | per the shelf's N note, this collects #1-12 of Captain America (1998) v3 (CV 6206/GCD 6023, both 50 issues), the run in folder "05 Captain America v3 (1998)"
I 77173 cv=944238 gcd=2422604 isbn=978-1-302-93171-1 0.9 | own record (identity-read on gcd): CV 133900 book02 (944238) and GCD 170493 #2 (2422604, 372pp, ISBN 978-1-302-93171-1); our 357pp file is within 15pp
C 77173 cv=6206 gcd=6023 #13-24 0.9 | collects #13-24 of the same Captain America (1998 v3, CV 6206/GCD 6023) run named above

I 77253 cv=313516 gcd=934748 isbn=978-0-7851-5708-3 0.9 | own record (identity-read on gcd): CV 45528 v01 (313516) and GCD 64736 #1 (934748, 128pp, ISBN 978-0-7851-5708-3); our 116pp file is within 12pp
C 77253 cv=41245 gcd=59241 #1-5 0.9 | per the shelf's N note, this collects #1-5 of Captain America (2011) v6 (CV 41245/GCD 59241, both 19 issues), the run in folder "11 Captain America v6 (2011)"
I 77254 cv=341469 gcd=953100 isbn=978-0-7851-5710-6 0.9 | own record (identity-read on gcd): CV 45528 v02 (341469) and GCD 64736 #2 (953100, 124pp, ISBN 978-0-7851-5710-6); our 111pp file is within 13pp
C 77254 cv=41245 gcd=59241 #6-10 0.9 | collects #6-10 of the same Captain America (2011 v6, CV 41245/GCD 59241) run named above
I 77255 cv=380583 gcd=1037648 isbn=978-0-7851-6075-5 0.9 | own record (identity-read on gcd): CV 45528 v03 (380583) and GCD 64736 #3 (1037648, 116pp, ISBN 978-0-7851-6075-5); our 111pp file is within 5pp
C 77255 cv=41245 gcd=59241 #11-14 0.9 | collects #11-14 of the same Captain America (2011 v6, CV 41245/GCD 59241) run named above
I 77256 cv=380584 gcd=1051684 isbn=978-0-7851-6077-9 0.9 | own record (identity-read on gcd): CV 45528 v04 (380584) and GCD 64736 #4 (1051684, 132pp, ISBN 978-0-7851-6077-9); our 108pp file is within 24pp
C 77256 cv=41245 gcd=59241 #15-19 0.9 | collects #15-19 of the same Captain America (2011 v6, CV 41245/GCD 59241) run named above

I 77330 cv=445811 gcd=1180514 isbn=978-0-7851-8866-7 0.9 | CV 71799 issue 445811 and GCD 79135 #9 "Dawn's Early Light" (1180514, 500pp, ISBN 978-0-7851-8866-7) agree by title despite the round2-folder method flag; our 488pp file is within 12pp
I 77333 cv=463084 gcd=1201114 isbn=978-0-7851-8896-4 0.9 | CV 76582 issue 463084 and GCD 79135 #12 "Society of Serpents" (1201114, 436pp, ISBN 978-0-7851-8896-4) agree by title; our 413pp file is within 23pp
I 77337 cv=492213 gcd=1309966 isbn=978-0-7851-9265-7 0.9 | CV 82670 issue 492213 and GCD 79135 #16 "Streets of Poison" (1309966, 516pp, ISBN 978-0-7851-9265-7, twin row 2673966 also exists) agree by title; our 493pp file is within 23pp

I 77350 cv=1063410 gcd=2643453 isbn=978-1-302-95687-5 0.95 | own record: CV 158914 #1 (1063410) and GCD 213454 #1 (2643453, 1344pp, ISBN 978-1-302-95687-5, num) agree; our 1326pp file is within 18pp

I 77980 cv=968232 gcd=2386191 isbn=978-1-302-93226-8 0.9 | lookup.py found the record the shelf's own N note said was absent: CV 147895 "Captain Britain Omnibus" HC (968232) and GCD 183804 issue 2386191 (1368pp, ISBN 978-1-302-93226-8, twin row 2387612 also exists); our 1347pp file is within 21pp
I 87217 cv=135888 gcd=215589 isbn=0-7851-0855-6 0.9 | this is a 2002 Marvel TPB reprint filed under an unrelated X-Men Chronology folder, not the 1976 run: CV 22653 issue 135888 and GCD 12098 issue 215589 (204pp, ISBN 0-7851-0855-6) agree despite the title-only method flag; our 196pp file is within 8pp

I 77692 cv=992569 gcd=2537478 isbn=978-1-302-94995-2 0.9 | own record: CV 150850 issue 992569 and GCD 200812 issue 2537478 (744pp, ISBN 978-1-302-94995-2, twin row 2538578 also exists) agree by num; our 708pp file is within 36pp

I 77693 cv=535016 gcd=1578420 isbn=978-1-302-90127-1 0.9 | Book01: CV 91212 #1 (535016) and GCD 102934 #1 (1578420, 268pp, ISBN 978-1-302-90127-1, num) agree; our 251pp file is within 17pp
I 77694 cv=554624 gcd=1655416 isbn=978-1-302-90128-8 0.9 | Book02: CV 91212 #2 (554624) and GCD 102934 #2 (1655416, 284pp, ISBN 978-1-302-90128-8) agree by ordinal; our 273pp file is within 11pp
I 77695 cv=581761 gcd=1675029 isbn=978-1-302-90268-1 0.9 | Book03: CV 91212 #3 (581761) and GCD 102934 #3 (1675029, 260pp, ISBN 978-1-302-90268-1) agree by ordinal; our 249pp file is within 11pp
I 77696 cv=613786 gcd=1727032 isbn=978-1-302-90269-8 0.9 | Book04: CV 91212 #4 (613786) and GCD 102934 #4 (1727032, 188pp, ISBN 978-1-302-90269-8) agree by ordinal; our 178pp file is within 10pp
I 77697 cv=700661 gcd=1924001 isbn=978-1-302-91541-4 0.9 | Book05: CV 91212 #5 (700661) and GCD 102934 #5 (1924001, 236pp, ISBN 978-1-302-91541-4, num) agree; our 223pp file is within 13pp

I 78204 cv=805268 gcd=2164561 isbn=978-1-302-92327-3 0.9 | CV 130784 issue 805268 and GCD 139728 #5 "Horrors Beneath the Stones" (2164561, 460pp, ISBN 978-1-302-92327-3) agree by title despite round2-folder; our 419pp file is within 41pp
I 78200 cv=700134 gcd=1918506 isbn=978-1-302-91590-2 0.9 | CV 116963 issue 700134 and GCD 139728 #1 "Out of the Darksome Hills" (1918506, 500pp, ISBN 978-1-302-91590-2) agree by title despite round2-folder; our 487pp file is within 13pp
I 78202 cv=721167 gcd=2019810 isbn=978-1-302-91602-2 0.9 | CV 121733 issue 721167 and GCD 139728 #3 "Return to Cimmeria" (2019810, 500pp, ISBN 978-1-302-91602-2) agree by title despite round2-folder; our 494pp file is within 6pp
I 78203 cv=731987 gcd=2059018 isbn=978-1-302-92191-0 0.9 | CV 123866 issue 731987 and GCD 139728 #4 "The Battle of Shamla Pass" (2059018, 568pp, ISBN 978-1-302-92191-0) agree by title despite round2-folder; our 449pp file is within 119pp
I 78201 cv=705469 gcd=1944114 isbn=978-1-302-91591-9 0.9 | CV 118120 issue 705469 and GCD 139728 #2 "The Heart of Yag-Kosha" (1944114, 508pp, ISBN 978-1-302-91591-9) agree by title despite round2-folder; our 495pp file is within 13pp

I 46920 cv=313541 gcd=932592 isbn=978-0-7851-5237-8 0.7 | "Vol. 01 Collection" filename maps to CV 45530 #1 "Daredevil Vs. Bruiser" (313541) and GCD 64482 #1 (932592, 160pp, ISBN 978-0-7851-5237-8); our 272pp file is much larger than either row, possibly bundling #1-2, so flagged for review

I 46975 cv=1003838 gcd=2069743 0.7 | this "Zdarsky Omnibus Book 02" (2025) own record per-file: CV 149239 issue 1003838 and GCD 156136 issue 2069743 (num); the shelf's own S line flags its stored link (CV 116964/GCD 139716, the 36-issue ongoing) as the wrong run for this omnibus's judged range, so flagged for review

I 46948 cv=539239 gcd=1602239 isbn=978-0-7851-9548-1 0.9 | own record (identity-read): CV 92176 v01 (539239) and GCD 79137 #1 "The Man Without Fear" (1602239, 476pp, ISBN 978-0-7851-9548-1, twin row 2494842); our 467pp file is within 9pp
C 46948 cv=2190 gcd=1636 #1-21 0.9 | per the shelf's own line, this reprints Daredevil (1964 Marvel, CV 2190/GCD 1636, ~381 issues); this volume collects #1-21
I 46949 cv=- gcd=1785154 isbn=978-1-302-91004-4 0.9 | own record (identity-read on gcd): GCD 79137 #2 "Mike Murdock Must Die!" (1785154, 524pp, ISBN 978-1-302-91004-4, twin row 2575001); ComicVine per-file unresolved; our 522pp file is within 2pp
C 46949 cv=2190 gcd=1636 #22-41 0.9 | collects #22-41 of the same Daredevil (1964) run
I 46950 cv=- gcd=1676275 isbn=978-1-302-90425-8 0.9 | own record (identity-read on gcd): GCD 79137 #3 "Brother, Take My Hand" (1676275, 476pp, ISBN 978-1-302-90425-8); ComicVine per-file unresolved; our 473pp file is within 3pp
C 46950 cv=2190 gcd=1636 #42-63 0.9 | collects #42-63 of the same Daredevil (1964 Marvel, CV 2190/GCD 1636) run named above
I 46951 cv=- gcd=2035896 isbn=978-1-302-92034-0 0.9 | own record (identity-read on gcd): GCD 79137 #4 "A Woman Called Widow" (2035896, 516pp, ISBN 978-1-302-92034-0, twin row 2611042); ComicVine per-file unresolved; our 511pp file is within 5pp
C 46951 cv=2190 gcd=1636 #64-86 0.9 | collects #64-86 of the same Daredevil (1964 Marvel, CV 2190/GCD 1636) run named above
I 46953 cv=981216 gcd=2511440 isbn=978-1-302-94867-2 0.9 | own record (identity-read): CV 149279 v06 (981216) and GCD 79137 #6 "Watch Out for Bullseye" (2511440, 532pp, ISBN 978-1-302-94867-2); our 516pp file is within 16pp
C 46953 cv=2190 gcd=1636 #108-132 0.9 | collects #108-132 of the same Daredevil (1964 Marvel, CV 2190/GCD 1636) run named above
I 46954 cv=1050584 gcd=2620864 isbn=978-1-302-95517-5 0.9 | own record (identity-read): CV 157502 v07 (1050584) and GCD 79137 #7 "The Concrete Jungle" (2620864, 532pp, ISBN 978-1-302-95517-5); our 528pp file is within 4pp
C 46954 cv=2190 gcd=1636 #133-154 0.9 | collects #133-154 of the same Daredevil (1964 Marvel, CV 2190/GCD 1636) run named above
I 46955 cv=- gcd=2426199 isbn=978-1-302-94594-7 0.9 | own record (identity-read on gcd): GCD 79137 #12 "It Comes with the Claws" (2426199, 484pp, ISBN 978-1-302-94594-7); ComicVine per-file unresolved; our 482pp file is within 2pp
C 46955 cv=2190 gcd=1636 #234-252 0.9 | collects #234-252 of the same Daredevil (1964 Marvel, CV 2190/GCD 1636) run named above
I 46956 cv=- gcd=1437149 isbn=978-0-7851-9688-4 0.9 | own record (identity-read on gcd): GCD 79137 #13 "A Touch of Typhoid" (1437149, 476pp, ISBN 978-0-7851-9688-4, twin row 2554034); ComicVine per-file unresolved; our 464pp file is within 12pp
C 46956 cv=2190 gcd=1636 #253-270 0.9 | collects #253-270 of the same Daredevil (1964 Marvel, CV 2190/GCD 1636) run named above
I 46957 cv=622936 gcd=1735450 isbn=978-1-302-90791-4 0.9 | own record (identity-read): CV 104463 v14 (622936) and GCD 79137 #14 "Heart of Darkness" (1735450, 492pp, ISBN 978-1-302-90791-4); our 482pp file is within 10pp
C 46957 cv=2190 gcd=1636 #271-282 0.9 | collects #271-282 of the same Daredevil (1964 Marvel, CV 2190/GCD 1636) run named above
I 46961 cv=- gcd=1180516 isbn=978-0-7851-8516-1 0.9 | own record (identity-read on gcd): GCD 79137 #18 "Fall from Grace" (1180516, 472pp, ISBN 978-0-7851-8516-1, twin row 2648966); ComicVine per-file unresolved; our 433pp file is within 39pp
C 46961 cv=2190 gcd=1636 #319-332 0.9 | collects #319-332 of the same Daredevil (1964 Marvel, CV 2190/GCD 1636) run named above
I 46962 cv=677963 gcd=1827259 isbn=978-1-302-91258-1 0.9 | own record (identity-read): CV 112443 v19 (677963) and GCD 79137 #19 "Root of Evil" (1827259, 444pp, ISBN 978-1-302-91258-1); our 432pp file is within 12pp
C 46962 cv=2190 gcd=1636 #333-344 0.9 | collects #333-344 of the same Daredevil (1964 Marvel, CV 2190/GCD 1636) run named above
I 46963 cv=710677 gcd=1974773 0.9 | own record (identity-read): CV 119529 v20 (710677) and GCD 79137 #20 "Purgatory and Paradise" (1974773, no cached page count/isbn in the header row); our 472pp file
C 46963 cv=2190 gcd=1636 #345-364 0.9 | collects #345-364 of the same Daredevil (1964 Marvel, CV 2190/GCD 1636) run named above
I 46964 cv=497939 gcd=1331316 isbn=978-0-7851-9297-8 0.9 | own record (identity-read): CV 83947 v21 (497939) and GCD 79137 #21 "Widow's Kiss" (1331316, 508pp, ISBN 978-0-7851-9297-8); our 492pp file is within 16pp
C 46964 cv=2190 gcd=1636 #365-380 0.9 | collects #365-380 of the same Daredevil (1964 Marvel, CV 2190/GCD 1636) run named above

I 47023 cv=127427 gcd=541526 isbn=0-7851-1041-0 0.95 | own record: CV 21190 v04 (127427) and GCD 31870 #4 "Typhoid Mary" (541526, ISBN 0-7851-1041-0, fulldump-rematch) agree; our 219pp file
N 47023 collects the Nocenti/Romita "Typhoid Mary" issues of Daredevil (1964) v1 per the shelf's own N note, but the packet gives no numeric judged range for this volume, so no C line can state a range without inventing one

I 47028 cv=85508 gcd=105491 isbn=0-7851-0757-6 0.9 | own record: CV 9624 v01 (85508) and GCD 10443 #1 (105491, 180pp, ISBN 0-7851-0757-6, num, twin isbn variant 1523521); our 170pp file is within 10pp
C 47028 cv=2190 gcd=1636 #158-167 0.9 | per the shelf's own N note, this line reprints Daredevil (1964) #158-191; this volume collects #158-167
I 47029 cv=85509 gcd=105492 isbn=0-7851-0771-1 0.9 | own record: CV 9624 v02 (85509) and GCD 10443 #2 (105492, 364pp, ISBN 0-7851-0771-1, num); our 357pp file is within 7pp
C 47029 cv=2190 gcd=1636 #168-182 0.9 | collects #168-182 of the same Daredevil (1964) stretch
I 47030 cv=85510 gcd=105493 isbn=0-7851-0802-5 0.9 | own record: CV 9624 v03 (85510) and GCD 10443 #3 (105493, 276pp, ISBN 0-7851-0802-5, num); our 268pp file is within 8pp
C 47030 cv=2190 gcd=1636 #183-191 0.9 | collects #183-191 of the same Daredevil (1964) stretch
