# R-142: identity revisit of wave 135's split shelves (P-056 landed) + S20672. Shape: the new split-out shelves seeded from P-056's run= ids (all verified against the rip / dump issue lists), the KEPT halves re-read now that the folded runs left (most rise from 0.9 to 0.95), the join targets re-read with their newcomers, and Uncanny Avengers S20672 still holding three other runs (2015 five-issue run, the 2015-2018 run's Unity trades, 2023 covers) that each have a live shelf.
# West Coast Avengers S101396 (L-390): one run #1-102 under the chain's first record CV 3521 / GCD 3061; every AWC-era book carries its CV 18494 / GCD 3830 issue on an I line (GCD keeps #47 on 3061). Ultimate Avengers S68336: both legs number the three six-issue arcs #1-18 but our files restart at 01 per arc, so each issue file carries its true #7-18 record on an I line.
S 104140 cv=33777 gcd=50320 0.95 | New Avengers (2010-2013): CV 33777 (Marvel 2010, 35, cached #1-34 + #16.1) and GCD 50320 (Marvel 2010-2013, 35) agree on publisher, start and count; our #16.1 and #17-30 (2011-2012, Fear Itself / AvX chronology folders, 19-23pp) sit inside both, GCD 50320 being the per-file link on 15/15 files
I 53245 cv=114159 gcd=49965 isbn=- 0.95 | "Avengers West Coast 073 (1991) (Digital) (Shadowcat-Empire)." 24pp = Avengers West Coast #73, the AWC era of the one run (L-390): CV 18494 #73 issue 114159 and GCD 3830 #73 issue 49965
I 53246 cv=114160 gcd=50096 isbn=- 0.95 | "Avengers West Coast 074 (1991) (Digital) (Shadowcat-Empire)." 24pp = Avengers West Coast #74, the AWC era of the one run (L-390): CV 18494 #74 issue 114160 and GCD 3830 #74 issue 50096
I 53247 cv=109918 gcd=50227 isbn=- 0.95 | "Avengers West Coast 075 (1991) (Digital) (Shadowcat-Empire)." 40pp = Avengers West Coast #75, the AWC era of the one run (L-390): CV 18494 #75 issue 109918 and GCD 3830 #75 issue 50227
I 53248 cv=114161 gcd=50357 isbn=- 0.95 | "Avengers West Coast 076 (1989) (digital).cbz" 23pp = Avengers West Coast #76, the AWC era of the one run (L-390): CV 18494 #76 issue 114161 and GCD 3830 #76 issue 50357
I 53249 cv=114172 gcd=50489 isbn=- 0.95 | "Avengers West Coast 077 (1989) (digital).cbz" 23pp = Avengers West Coast #77, the AWC era of the one run (L-390): CV 18494 #77 issue 114172 and GCD 3830 #77 issue 50489
I 53250 cv=114173 gcd=50777 isbn=- 0.95 | "Avengers West Coast 078 (1989) (digital).cbz" 23pp = Avengers West Coast #78, the AWC era of the one run (L-390): CV 18494 #78 issue 114173 and GCD 3830 #78 issue 50777
I 53251 cv=114174 gcd=50895 isbn=- 0.95 | "Avengers West Coast 079 (1989) (digital).cbz" 23pp = Avengers West Coast #79, the AWC era of the one run (L-390): CV 18494 #79 issue 114174 and GCD 3830 #79 issue 50895
I 53252 cv=114272 gcd=51014 isbn=- 0.95 | "Avengers West Coast 080 (1992) (Digital) (Zone-Empire).cbr" 24pp = Avengers West Coast #80, the AWC era of the one run (L-390): CV 18494 #80 issue 114272 and GCD 3830 #80 issue 51014
I 53253 cv=114273 gcd=51128 isbn=- 0.95 | "Avengers West Coast 081 (1992) (Digital) (Zone-Empire).cbr" 23pp = Avengers West Coast #81, the AWC era of the one run (L-390): CV 18494 #81 issue 114273 and GCD 3830 #81 issue 51128
I 53254 cv=114274 gcd=51243 isbn=- 0.95 | "Avengers West Coast 082 (1992) (Digital) (Zone-Empire).cbr" 22pp = Avengers West Coast #82, the AWC era of the one run (L-390): CV 18494 #82 issue 114274 and GCD 3830 #82 issue 51243
I 53255 cv=114275 gcd=51359 isbn=- 0.95 | "Avengers West Coast 083 (1992).cbr" 24pp = Avengers West Coast #83, the AWC era of the one run (L-390): CV 18494 #83 issue 114275 and GCD 3830 #83 issue 51359
I 53256 cv=114276 gcd=51497 isbn=- 0.95 | "Avengers West Coast 084 (1992).cbr" 23pp = Avengers West Coast #84, the AWC era of the one run (L-390): CV 18494 #84 issue 114276 and GCD 3830 #84 issue 51497
I 53257 cv=114277 gcd=51627 isbn=- 0.95 | "Avengers West Coast 085 (1992).cbr" 23pp = Avengers West Coast #85, the AWC era of the one run (L-390): CV 18494 #85 issue 114277 and GCD 3830 #85 issue 51627
I 53258 cv=114278 gcd=51765 isbn=- 0.95 | "Avengers West Coast 086 (1992).cbr" 23pp = Avengers West Coast #86, the AWC era of the one run (L-390): CV 18494 #86 issue 114278 and GCD 3830 #86 issue 51765
I 53259 cv=114279 gcd=51901 isbn=- 0.95 | "Avengers West Coast 087 (1992).cbr" 23pp = Avengers West Coast #87, the AWC era of the one run (L-390): CV 18494 #87 issue 114279 and GCD 3830 #87 issue 51901
I 53260 cv=114282 gcd=52040 isbn=- 0.95 | "Avengers West Coast 088 (1992).cbr" 23pp = Avengers West Coast #88, the AWC era of the one run (L-390): CV 18494 #88 issue 114282 and GCD 3830 #88 issue 52040
I 53261 cv=114284 gcd=52173 isbn=- 0.95 | "Avengers West Coast 089 (1992) (Digital) (Zone-Empire).cbr" 24pp = Avengers West Coast #89, the AWC era of the one run (L-390): CV 18494 #89 issue 114284 and GCD 3830 #89 issue 52173
I 53262 cv=114281 gcd=52444 isbn=- 0.95 | "Avengers West Coast 090 (1993) (Digital) (Zone-Empire).cbr" 24pp = Avengers West Coast #90, the AWC era of the one run (L-390): CV 18494 #90 issue 114281 and GCD 3830 #90 issue 52444
I 53263 cv=114280 gcd=52569 isbn=- 0.95 | "Avengers West Coast 091 (1993) (Digital) (Zone-Empire).cbr" 23pp = Avengers West Coast #91, the AWC era of the one run (L-390): CV 18494 #91 issue 114280 and GCD 3830 #91 issue 52569
I 53264 cv=114285 gcd=52693 isbn=- 0.95 | "Avengers West Coast 092 (1993) (Digital) (AnHeroGold-Empire)" 22pp = Avengers West Coast #92, the AWC era of the one run (L-390): CV 18494 #92 issue 114285 and GCD 3830 #92 issue 52693
I 53265 cv=114286 gcd=52827 isbn=- 0.95 | "Avengers West Coast 093 (1993) (Digital) (AnHeroGold-Empire)" 23pp = Avengers West Coast #93, the AWC era of the one run (L-390): CV 18494 #93 issue 114286 and GCD 3830 #93 issue 52827
I 53266 cv=114287 gcd=52976 isbn=- 0.95 | "Avengers West Coast 094 (1993) (Digital) (AnHeroGold-Empire)" 23pp = Avengers West Coast #94, the AWC era of the one run (L-390): CV 18494 #94 issue 114287 and GCD 3830 #94 issue 52976
I 53267 cv=114289 gcd=53133 isbn=- 0.95 | "Avengers West Coast 095 (1993) (Digital) (AnHeroGold-Empire)" 23pp = Avengers West Coast #95, the AWC era of the one run (L-390): CV 18494 #95 issue 114289 and GCD 3830 #95 issue 53133
I 53268 cv=114290 gcd=53307 isbn=- 0.95 | "Avengers West Coast 096 (1993) (Digital) (AnHeroGold-Empire)" 23pp = Avengers West Coast #96, the AWC era of the one run (L-390): CV 18494 #96 issue 114290 and GCD 3830 #96 issue 53307
I 53269 cv=114292 gcd=53469 isbn=- 0.95 | "Avengers West Coast 097 (1993) (Digital) (AnHeroGold-Empire)" 24pp = Avengers West Coast #97, the AWC era of the one run (L-390): CV 18494 #97 issue 114292 and GCD 3830 #97 issue 53469
I 53270 cv=114180 gcd=53628 isbn=- 0.95 | "Avengers West Coast 098 (1993) (Digital) (AnHeroGold-Empire)" 23pp = Avengers West Coast #98, the AWC era of the one run (L-390): CV 18494 #98 issue 114180 and GCD 3830 #98 issue 53628
I 53271 cv=114179 gcd=53796 isbn=- 0.95 | "Avengers West Coast 099 (1993) (Digital) (AnHeroGold-Empire)" 23pp = Avengers West Coast #99, the AWC era of the one run (L-390): CV 18494 #99 issue 114179 and GCD 3830 #99 issue 53796
I 53272 cv=114164 gcd=53961 isbn=- 0.95 | "Avengers West Coast 100 (1993) (Digital) (AnHeroGold-Empire)" 55pp = Avengers West Coast #100, the AWC era of the one run (L-390): CV 18494 #100 issue 114164 and GCD 3830 #100 issue 53961
I 53273 cv=114163 gcd=54135 isbn=- 0.95 | "Avengers West Coast 101 (1993) (Digital) (Zone-Empire).cbr" 22pp = Avengers West Coast #101, the AWC era of the one run (L-390): CV 18494 #101 issue 114163 and GCD 3830 #101 issue 54135
I 53274 cv=108621 gcd=54407 isbn=- 0.95 | "Avengers West Coast 102 (1994) (Digital) (AnHeroGold-Empire)" 23pp = Avengers West Coast #102, the AWC era of the one run (L-390): CV 18494 #102 issue 108621 and GCD 3830 #102 issue 54407
I 87242 cv=30197 gcd=45120 isbn=- 0.95 | "009 West Coast Avengers Annual 003 (1988) (Digital) (Shadowc" 47pp = West Coast Avengers Annual #3 = CV 3656 issue 30197 and GCD 3208 #3 issue 45120 (68pp)
I 87357 cv=31863 gcd=625573 isbn=- 0.95 | "012 West Coast Avengers Annual 004 (1989) (Digital) (Shadowc" 31pp = Annual #4 (1989) = CV 4219 "Avengers West Coast Annual" issue 31863 and GCD 3208 "The West Coast Avengers Annual" #4 issue 625573 (68pp)
I 87485 cv=114117 gcd=47178 isbn=- 0.95 | "020 Avengers West Coast 053 (1989) (Digital) (TLK-EMPIRE-HD)" 24pp = Avengers West Coast #53, the AWC era of the one run (L-390): CV 18494 #53 issue 114117 and GCD 3830 #53 issue 47178
I 87515 cv=114099 gcd=47465 isbn=- 0.95 | "050 Avengers West Coast 054 (1990) (Digital) (TLK-EMPIRE-HD)" 23pp = Avengers West Coast #54, the AWC era of the one run (L-390): CV 18494 #54 issue 114099 and GCD 3830 #54 issue 47465
I 87525 cv=114100 gcd=47576 isbn=- 0.95 | "060 Avengers West Coast 055 (1990) (Digital) (AnPymGold-Empi" 23pp = Avengers West Coast #55, the AWC era of the one run (L-390): CV 18494 #55 issue 114100 and GCD 3830 #55 issue 47576
I 88018 cv=114163 gcd=54135 isbn=- 0.95 | "003 Avengers West Coast 101 (1993) (Digital) (Zone-Empire).c" 22pp = Avengers West Coast #101, the AWC era of the one run (L-390): CV 18494 #101 issue 114163 and GCD 3830 #101 issue 54135
I 116472 cv=114163 gcd=54135 isbn=- 0.95 | "03 Avengers West Coast 101 (1993) (Digital) (UberSoldier-DCP" 22pp = Avengers West Coast #101, the AWC era of the one run (L-390): CV 18494 #101 issue 114163 and GCD 3830 #101 issue 54135
S 104143 cv=2643 gcd=2128 0.95 | Strange Tales (1973-1976), the revival after the Doctor Strange retitle (L-370): CV 2643 (Marvel 1973, 20, cached #169-188) and GCD 2128 (Marvel 1973-1976, 20) agree on publisher, span and count; our #170-173 (1973-74) and #178-181 (1975), 16-20pp, sit inside both, CV 2643 #178 "Who is Adam Warlock?" matching the Warlock era, GCD 2128 the per-file link on 4/8
F 104143 needs-fetch cv=2643 | CV 2643 "Strange Tales" 1973 is named from the rip and has no CvVolume row
N 104143 the per-file CV 18066 on 8/8 files is the 1951 Strange Tales stamp inherited from the parent; no stored cv here, so an N line (L-374)
S 16916 cv=18066 gcd=824 0.95 | Strange Tales (1951-1968) #1-168: CV 18066 (Marvel 1951, 168, cached #1-168) and GCD 824 (Marvel 1951-1968, 168) agree on publisher, span and count; our ladder 1-57, 89, 101-168 sits inside, both legs are the per-file link on 127/127 files and ComicInfo Volume 1951 x22; #120 twice is an X-Men chronology refile (one comic, two files); the 1973 revival left in P-056
S 104144 cv=118275 gcd=143846 0.95 | Symbiote Spider-Man (2019): CV 118275 (Marvel 2019, 5, cached #1-5) and GCD 143846 (Marvel 2019, 5) agree on publisher, year and count; our one 122pp TPB, judged #1-5 conf 0.95, collects exactly that run (trades vs run); the TPB's own count-1 records CV 122495 / GCD 151472 go on its I line
I 96000 cv=725266 gcd=2028403 isbn=9781302919047 0.95 | "Symbiote Spider-Man (2019)" 122pp = CV 122495 issue 725266 (TPB) and GCD 151472 issue 2028403 (124pp, ISBN 978-1-302-91904-7)
C 96000 cv=118275 gcd=143846 #1-5 0.95 | the 2019 TPB collects Symbiote Spider-Man (Marvel 2019, 5 issues; CV 118275 / GCD 143846) #1-5 per GCD row 2028403's note
S 17431 cv=157215 gcd=209877 0.95 | Symbiote Spider-Man 2099 (2024): CV 157215 (Marvel 2024, 5, cached #1-5) and GCD 209877 (Marvel 2024, 5) agree on title, publisher, year and count; our 128pp TPB (CV 162007 / GCD 219683, ISBN 978-1-302-94996-9) and two 1pp variant covers of #4 are the run and its edition (residue that costs nothing); the 2019 Symbiote Spider-Man TPB left in P-056
I 52138 cv=1090247 gcd=2697143 isbn=9781302949969 0.95 | "Symbiote Spider-Man 2099 (2025)" 128pp = CV 162007 issue 1090247 (TPB) and GCD 219683 issue 2697143 (132pp, ISBN 978-1-302-94996-9)
I 52139 cv=1060861 gcd=2641029 isbn=- 0.9 | 1pp Hildebrandt virgin variant cover of Symbiote Spider-Man 2099 #4: CV 157215 issue 1060861, GCD 209877 #4 issue 2641029 (variant cover only)
I 52140 cv=1060861 gcd=2641029 isbn=- 0.9 | 1pp Hildebrandt variant cover of Symbiote Spider-Man 2099 #4: CV 157215 issue 1060861, GCD 209877 #4 issue 2641029 (variant cover only)
S 21409 cv=82523 gcd=89987 0.95 | Weirdworld (2015), the Secret Wars mini: CV 82523 (Marvel 2015, 5, cached #1-5) and GCD 89987 (Marvel 2015, 5) agree on publisher, year and count; our two rips of "Weirdworld Vol. 00 - Warzones!" (103pp; GCD 104532 #0 row 1667398 reprints s89987 #1-5) and two 1pp Skottie Young covers of #1 (GCD 89987 #1 variant row 1406986 "Skottie Young Babies Variant") are its editions
N 21409 A-028's F partial-rip and F wrong-cv-link (CV 81184) are superseded: the shelf now stores CV 82523 and holds the trade twice; GCD 104532 is the TPB line (#0 Warzones!, #1 Where Lost Things Go) spanning the 2015 mini and the 2016 series, so its rows sit on I lines
I 103593 cv=508445 gcd=1667398 isbn=9780785198918 0.95 | "Weirdworld Vol. 00 - Warzones! (2015)" = GCD 104532 #0 issue 1667398 (116pp, ISBN 978-0-7851-9891-8) and CV 86724 "Weirdworld: Warzones!" issue 508445
C 103593 cv=82523 gcd=89987 #1-5 0.95 | Warzones! collects the 2015 Secret Wars mini Weirdworld (Marvel 2015, 5 issues; CV 82523 / GCD 89987) #1-5 per GCD's roll-up of row 1667398, judged #1-5
I 118141 cv=508445 gcd=1667398 isbn=9780785198918 0.95 | "Weirdworld v00 - Warzones! (2015)" 103pp = second rip of GCD 104532 #0 issue 1667398 (116pp, ISBN 978-0-7851-9891-8) and CV 86724 "Weirdworld: Warzones!" issue 508445
C 118141 cv=82523 gcd=89987 #1-5 0.95 | Warzones! (second rip) collects the 2015 Secret Wars mini Weirdworld (Marvel 2015, 5 issues; CV 82523 / GCD 89987) #1-5 per GCD's roll-up of row 1667398
I 52037 cv=491532 gcd=1406986 isbn=- 0.9 | "Weirdworld 001i (2015) (Skottie Young Variant)" 1pp = the Skottie Young Babies variant cover of Weirdworld (2015) #1: CV 82523 #1 issue 491532 and GCD 89987 variant row 1406986 (cover only)
I 52038 cv=491532 gcd=1406986 isbn=- 0.9 | "WeirdWorld 01 (2015) (Skottie Young Variant Cover)" 1pp = the same Skottie Young Babies variant cover of #1: CV 82523 issue 491532, GCD 89987 variant row 1406986 (cover only)
S 21407 cv=86723 gcd=94827 0.95 | Weirdworld (2016), the folder's "Weirdworld v2 (2016)": CV 86723 "Weirdworld" (Marvel 2016, 6) and GCD 94827 (Marvel 2016, 6) agree on year and count; our one 134pp "Vol. 01 - Where Lost Things Go" is GCD 104532 #1 row 1607062 (140pp) reprinting s94827 #1-6, judged #1-6 conf 0.95 = the run's whole count (trades vs run); Vol. 00 left for S21409 in P-056
F 21407 needs-fetch cv=86723 | CV 86723 "Weirdworld" 2016 is named from the rip and has no CvVolume row
I 103594 cv=541227 gcd=1607062 isbn=9781302900434 0.95 | "Weirdworld Vol. 01 - Where Lost Things Go (2016)" 134pp = GCD 104532 #1 issue 1607062 (140pp, ISBN 978-1-302-90043-4) and CV 92581 issue 541227
S 104148 cv=4145 gcd=184798 0.9 | Daisuke Igarashi's Witches (Majo): CV 4145 "Majo" (Shogakukan 2004, 2) and GCD 184798 "Majo / Witches" (Shogakukan 2004-2005, 2) agree on publisher, years and count; our Seven Seas "Witches - The Complete Collection (2022)" 374pp (GCD 184797 row 2399039 reprinting s184798 #1-2) and a 396pp fan upscale of both volumes are its English editions; 0.9 because the upscale's source edition is not in our data
F 104148 needs-fetch cv=4145 | CV 4145 "Majo" 2004 Shogakukan is named from the rip and has no CvVolume row
N 104148 the per-file CV 22320 on 45853 is Marvel's 2004 Witches, a title stamp inherited from the parent; no stored cv here (L-374)
I 46000 cv=921526 gcd=2399039 isbn=- 0.95 | "Witches - The Complete Collection (2022) (Omnibus Edition)" 374pp = Seven Seas' Witches: The Complete Collection, CV 142801 issue 921526 and GCD 184797 issue 2399039 (2022)
I 45853 cv=- gcd=s184798 isbn=- 0.7 | "Witches (2003-2005) (Waifu2x Upscale)" 396pp is Igarashi's two-volume Witches (GCD 184798 "Majo / Witches", Shogakukan 2004-2005) in one fan file; which edition's pages it holds is not in our data
S 21750 cv=22320 gcd=18656 0.95 | Marvel's Witches (2004): CV 22320 (Marvel 2004, 4, cached #1-4) and GCD 18656 (Marvel 2004 miniseries, 4, 36pp) agree on publisher, year and count; ladder 1-4 (21-23pp) fills both, ComicInfo Volume 2004 x4, both legs the per-file link on 4/4; Igarashi's manga left in P-056
S 95223 cv=7084 gcd=7636 0.95 | Avengers (1998-2004): CV 7084 (Marvel 1998, 89, cached #0-503) and GCD 7636 (Marvel 1998-2004, 89) agree; our #7, #35, #41-55 and #500-503 sit inside, and the trades - Avengers Assemble Vol. 01-05 (GCD 16004, roll-ups s7636 #1-11, #12-22, #23-34, #35-40), Avengers Vol. 06-12 (TPB rows reprinting s7636, Vol. 12 #500-503), two rips of Lionheart of Avalon and the Geoff Johns Complete Collection Vol. 01-02 (GCD 155887, judged #57-63 / #64-76) - are the run's editions (a line reprinting one run gives way to the run)
N 95223 flag #162 (label-ambiguous, item 116541) is right: Avengers v3 041-055 are single issues, not collections
N 95223 the per-file CV 2128 / 46569 are the 1963 Avengers and 2012 Avengers Assemble stamps; Lionheart of Avalon and Once an Invader are GCD 73230 #4 / #5 (the 2003-2004 TPB line), which R-043 missed
I 52839 cv=- gcd=647792 0.9 | Avengers Assemble Vol. 01 = GCD 16004 #1 row 647792 (2004, roll-up #1-11); CV has no volume for the HC line
I 52840 cv=- gcd=647793 0.9 | Avengers Assemble Vol. 02 = GCD 16004 #2 row 647793 (2005, roll-up #12-22)
I 52841 cv=- gcd=647794 0.9 | Avengers Assemble Vol. 03 = GCD 16004 #3 row 647794 (2006, roll-up #23-34)
I 52842 cv=- gcd=647795 0.9 | Avengers Assemble Vol. 04 = GCD 16004 #4 row 647795 (2007, roll-up #35-40 + Ultron Imperative)
I 52843 cv=- gcd=647796 isbn=9780785123484 0.9 | Avengers Assemble Vol. 05 = GCD 16004 #5 row 647796 (2007-10)
I 52844 cv=203097 gcd=1098166 0.95 | Vol. 06 World Trust = CV 32308 issue 203097 and GCD 73249 row 1098166 (136pp, 2010-01-27)
I 52845 cv=202627 gcd=1098168 isbn=9780785144670 0.95 | Vol. 07 Standoff = CV 32286 issue 202627 and GCD 73250 row 1098168 (128pp, 2010-03-17)
I 52846 cv=213715 gcd=1098167 0.95 | Vol. 08 Red Zone = CV 33111 issue 213715 and GCD 73251 row 1098167 (152pp, 2010-05-12)
I 52847 cv=231806 gcd=2795771 isbn=9780785144724 0.95 | Vol. 09 The Search for She-Hulk = CV 35131 issue 231806 and GCD 230806 row 2795771 (152pp, 2010-07-21)
I 52850 cv=203433 gcd=1331249 0.9 | Vol. 12 Disassembled = GCD 87445 row 1331249 (roll-up #500-503 + Avengers Finale) and CV 32342 "Avengers Disassembled" issue 203433
C 52841 gcd=5812 #42-44 0.9 | Avengers Assemble Vol. 03 also collects Thunderbolts (Marvel 1997, GCD 5812) #42-44, the Kang Dynasty crossover chapters, per GCD's roll-up for row 647794
C 52842 gcd=13384 #1-3 0.9 | Avengers Assemble Vol. 04 also collects Maximum Security (Marvel 2000, GCD 13384) #1-3 per GCD's roll-up for row 647795
C 52850 gcd=12431 #1-1 0.9 | Disassembled also collects Avengers Finale (Marvel 2005, GCD 12431) #1 per GCD's roll-up for row 1331249
I 52848 cv=234900 gcd=1097908 isbn=- 0.95 | "Avengers Vol. 10 - Lionheart of Avalon (2004)" 116pp = GCD 73230 "Avengers" TPB line #4 "Lionheart of Avalon" row 1097908 (2004-07-07, ISBN 0-7851-1338-X) and CV 35544 "Avengers: Lionheart of Avalon" issue 234900
I 52849 cv=236453 gcd=1097909 isbn=- 0.95 | "Avengers Vol. 11 - Once an Invader (2021)" 149pp = GCD 73230 "Avengers" TPB line #5 "Once an Invader" row 1097909 (2004-09-22, ISBN 0-7851-1481-5) and CV 35736 issue 236453
I 53515 cv=234900 gcd=1097908 isbn=- 0.95 | "Avengers - Lionheart of Avalon (2014)" 116pp = GCD 73230 "Avengers" (Marvel TPB line 2003-2004) #4 "Lionheart of Avalon" row 1097908 (ISBN 0-7851-1338-X) and CV 35544 issue 234900; collects Avengers (1998) #77-81
I 53508 cv=407217 gcd=2067995 isbn=9780785184331 0.95 | "Avengers - Complete Collection by Geoff Johns Vol. 01 (2017)" 302pp = CV 62487 #1 issue 407217 and GCD 155887 #1 issue 2067995 (316pp, ISBN 978-0-7851-8433-1)
I 53509 cv=422747 gcd=2067996 isbn=9780785184393 0.95 | "Avengers - Complete Collection by Geoff Johns Vol. 02 (2017)" 292pp = CV 62487 #2 issue 422747 and GCD 155887 #2 issue 2067996 (308pp, ISBN 978-0-7851-8439-3)
C 53508 cv=7084 gcd=7636 #57-63 0.9 | Geoff Johns Vol. 01 collects Avengers (Marvel 1998-2004, 89 issues; CV 7084 / GCD 7636) #57-63 per the judged range on item 53508 (conf 0.95)
C 53509 cv=7084 gcd=7636 #64-76 0.9 | Geoff Johns Vol. 02 collects Avengers (Marvel 1998-2004, 89 issues; CV 7084 / GCD 7636) #64-76 per the judged range on item 53509 (conf 0.97)
S 104135 cv=33227 gcd=48969 0.95 | Avengers (2010-2013): CV 33227 (Marvel 2010, 36, cached #1-34 + #12.1 / #24.1) and GCD 48969 (Marvel 2010-2013, 36) agree on publisher, start and count; our #1-6, #18-24, #24.1 and #25-30 (17-34pp) sit inside both, GCD 48969 the per-file link on 20/21; #24 twice is an AvX chronology refile
N 104135 the per-file CV 2128 on 21/21 files is the 1963 Avengers stamp inherited from the parent (no stored cv here, L-374); GCD 56788 on one file is Panini Deutschland
S 64187 cv=54428 gcd=70263 0.95 | Avengers (2013-2015): CV 54428 (Marvel 2012, 46, cached #1-44) and GCD 70263 (Marvel 2013-2015, 46) agree on publisher and count; our #29-34, #34.1 and the six trades Vol. 01-06 (GCD 78074 rows, roll-ups s70263 #1-5 ... #29-34), Vol. 03 held twice, are the run and its editions (trades vs run); #29-34 joined from S64185 in P-056
N 64187 flag #163 (label-ambiguous, item 117740) is right: 52882 and 117740 are two rips of Vol. 03 - Prelude to Infinity
I 52880 cv=397746 gcd=1170920 isbn=978-0785168232 0.95 | Avengers Vol. 01 "Avengers World": CV 60066 issue 397746 (2013-04) and GCD 78074 row #1 1170920
I 52881 cv=417207 gcd=1170921 isbn=978-0-7851-6824-9 0.95 | Vol. 02 "The Last White Event": CV 65187 issue 417207 (2013-07-10) and GCD 78074 row #2 1170921, reprinting Avengers (2013) #7-11
I 52882 cv=429003 gcd=1170922 isbn=978-0-7851-6825-6 0.95 | Vol. 03 "Prelude to Infinity": CV 68369 issue 429003 (2013-10) and GCD 78074 row #3 1170922 (144pp against our 147pp)
I 52883 cv=442406 gcd=1173604 isbn=978-0-7851-8414-0 0.95 | Vol. 04 "Infinity": CV 70940 issue 442406 (2014-01) and GCD 78074 row #4 1173604 (176pp against our 166pp)
I 52884 cv=460618 gcd=1245102 isbn=978-0-7851-5477-8 0.95 | Vol. 05 "Adapt or Die": CV 75929 issue 460618 (2014-07) and GCD 78074 row #5 1245102 (144pp against our 135pp)
I 52885 cv=469707 gcd=1430799 isbn=978-0-7851-5478-5 0.95 | Vol. 06 "Infinite Avengers": CV 77988 issue 469707 (2014-11) and GCD 78074 row #6 1430799 (160pp against our 142pp)
I 117740 cv=429003 gcd=1170922 isbn=9780785168256 0.95 | "Avengers Vol. 03 - Prelude to Infinity (2013)" 147pp = CV 68369 issue 429003 and GCD 78074 #3 issue 1170922 (144pp, ISBN 978-0-7851-6825-6)
C 117740 cv=54428 gcd=70263 #12-17 0.95 | Prelude to Infinity collects Avengers (Marvel 2013-2015, 46 issues; CV 54428 / GCD 70263) #12-17 per the judged range on item 117740
S 95221 cv=95402 gcd=108745 0.95 | Avengers (2016-2018): CV 95402 (Marvel 2016, 36, #1-11, #1.1-5.1, #1.MU, then the legacy #672-690) and GCD 108745 (Marvel 2017-2018, 36) agree on publisher and count; our #1.MU and #672-690 (+ an #680 chronology refile) sit inside, and "Avengers Vol. 01-02" are Avengers Unleashed (GCD 115042 rows 1717312 / 1757705, roll-ups s108745 #1-6 / #7-11) - the run's trades
N 95221 the per-file CV 2128 on 22/23 files is the 1963 stamp; the stored GCD row 906721 on 52922 is another book (a 2012 trade of I Am an Avenger / Children's Crusade / Captain America 2011) - Kang War One's own row is 1717312; X-058's 0.7 I line on 52922 is superseded
I 52922 cv=603117 gcd=1717312 isbn=9781302906115 0.95 | "Avengers Vol. 01 - Kang War One (2017)" 150pp = Avengers Unleashed Vol. 1: GCD 115042 #1 row 1717312 (2017-06-21, 148pp, ISBN 978-1-302-90611-5, reprints s108745 #1-6) and CV 102241 "Avengers: Unleashed: Kang War One" issue 603117 ("Volume 1")
I 52924 cv=638588 gcd=1757705 isbn=9781302906122 0.95 | "Avengers Vol. 02 - Secret Empire (2017)" 114pp = Avengers: Unleashed Vol. 2: CV 106108 issue 638588 and GCD 115042 #2 issue 1757705 (116pp, ISBN 978-1-302-90612-2)
I 101936 cv=578450 gcd=- isbn=- 0.9 | "Avengers 001.MU (2017)" 31pp = CV 95402 #1.MU issue 578450 "Minor Mobsters, Major Monsters"; the per-file GCD 1642859 is 108745's regular #1, so the .MU's GCD row is not in our data
S 1649 cv=110496 gcd=123960 0.9 | the Jason Aaron run: CV 110496 "Avengers" (Marvel 2018, 66, cached #1-66) and GCD 123960 (Marvel 2018-2023, 66) agree on publisher, start and count; our #18-20, #60 (joined in P-056), the 1pp #11 cover and "Avengers by Jason Aaron Vol. 01-11" (GCD 130905 #1-11, roll-ups s123960) plus Vol. 12 "Avengers Assemble" (GCD 202254 row 2555889) are the run and its editions; 0.9 for the Avengers Annual 2021 one-shot (CV 138528 / GCD 175734) and Avengers 1,000,000 BC #1 (GCD 188287), their own records, stored by no shelf
N 1649 residue with no home shelf: Avengers Annual (2021) CV 138528 / GCD 175734 and Avengers 1,000,000 BC (2022) GCD 188287; the per-file GCD 137544 (Panini Deutschland) / 136376 (IDW) are title stamps
I 52951 cv=687003 gcd=1855036 isbn=978-1-302-91187-4 0.95 | "COL Avengers by Jason Aaron Vol. 01 - The Final Host (2018)" 154pp = CV 114043 "Avengers by Jason Aaron: The Final Host" issue 687003 (2018-10-03, "Volume 1") and GCD 130905 #1 row 1855036 (2018-10-03, 164pp, ISBN 978-1-302-91187-4)
C 52951 gcd=124155 #1-1 0.9 | The Final Host also reprints Free Comic Book Day 2018 (Avengers / Captain America) (Marvel 2018) #1 per GCD's roll-up of row 1855036 (s124155 #1, 2 stories)
I 52952 cv=702455 gcd=1931980 isbn=978-1-302-91861-3 0.95 | "COL Avengers by Jason Aaron Vol. 02 - World Tour (2019)" 161pp = CV 117436 "Avengers by Jason Aaron: World Tour" issue 702455 (2019-03-06, "Volume 2") and GCD 130905 #2 row 1931980 (2019-03-06, 172pp, collects Avengers 2018 #7-12)
I 52953 cv=710671 gcd=1974702 isbn=978-1-302-91461-5 0.95 | "COL Avengers by Jason Aaron Vol. 03 - War of the Vampires (2019)" 111pp = CV 119518 issue 710671 (2019-06-05, "Volume 3") and GCD 130905 #3 row 1974702 (2019-06-05, 116pp)
