# R-138: identity revisit of wave 131's split shelves (Star Wars 2015 trades S100013, the Star Wars 1977 remnant S16641) and the West Coast Avengers / Avengers West Coast chain (L-390 lead ruling: one run, survivor S101396 stores the chain's FIRST record CV 3521 / GCD 3061; S1629's 79 books join it, each carrying its own AWC-era record on an I line; annuals of either era are residue, L-369)
S 100013 cv=79398 gcd=85861 0.95 | Marvel's 2015-2020 Star Wars ongoing: the thirteen Kileko trades Vol. 01-13 carry judged ranges #1-6 ... #73-75 tiling #1-75, and GCD's own roll-ups on every trade (s85861 #1-6, #7-12, #15-19 ... #73-75) name GCD 85861 "Star Wars" (Marvel 2015-2020, 75); CV 79398 "Star Wars" (Marvel 2015, 75 cached, #1-75) agrees on publisher, year and count; the per-file CV 2914 on 13 files is the 1977 title stamp; the 1pp Skottie Young cover of #1 is residue that costs nothing
I 53268 cv=114290 gcd=53307 isbn=- 0.95 | "Avengers West Coast 096 (1993) (Digital) (AnHeroGold-Empire).cbz" (23pp) is Avengers West Coast #96: CV 18494 issue 114290 and GCD 3830 issue 53307, the AWC era record of the one WCA/AWC run
I 53269 cv=114292 gcd=53469 isbn=- 0.95 | "Avengers West Coast 097 (1993) (Digital) (AnHeroGold-Empire).cbz" (24pp) is Avengers West Coast #97: CV 18494 issue 114292 and GCD 3830 issue 53469, the AWC era record of the one WCA/AWC run
I 53270 cv=114180 gcd=53628 isbn=- 0.95 | "Avengers West Coast 098 (1993) (Digital) (AnHeroGold-Empire).cbz" (23pp) is Avengers West Coast #98: CV 18494 issue 114180 and GCD 3830 issue 53628, the AWC era record of the one WCA/AWC run
I 53271 cv=114179 gcd=53796 isbn=- 0.95 | "Avengers West Coast 099 (1993) (Digital) (AnHeroGold-Empire).cbz" (23pp) is Avengers West Coast #99: CV 18494 issue 114179 and GCD 3830 issue 53796, the AWC era record of the one WCA/AWC run
I 53272 cv=114164 gcd=53961 isbn=- 0.95 | "Avengers West Coast 100 (1993) (Digital) (AnHeroGold-Empire).cbz" (55pp) is Avengers West Coast #100: CV 18494 issue 114164 and GCD 3830 issue 53961, the AWC era record of the one WCA/AWC run
I 53273 cv=114163 gcd=54135 isbn=- 0.95 | "Avengers West Coast 101 (1993) (Digital) (Zone-Empire).cbr" (22pp) is Avengers West Coast #101: CV 18494 issue 114163 and GCD 3830 issue 54135, the AWC era record of the one WCA/AWC run
I 53274 cv=108621 gcd=54407 isbn=- 0.95 | "Avengers West Coast 102 (1994) (Digital) (AnHeroGold-Empire).cbz" (23pp) is Avengers West Coast #102: CV 18494 issue 108621 and GCD 3830 issue 54407, the AWC era record of the one WCA/AWC run
I 87485 cv=114117 gcd=47178 isbn=- 0.95 | "020 Avengers West Coast 053 (1989) (Digital) (TLK-EMPIRE-HD).cbr" (24pp) is Avengers West Coast #53: CV 18494 issue 114117 and GCD 3830 issue 47178, the AWC era record of the one WCA/AWC run
I 87515 cv=114099 gcd=47465 isbn=- 0.95 | "050 Avengers West Coast 054 (1990) (Digital) (TLK-EMPIRE-HD).cbr" (23pp) is Avengers West Coast #54: CV 18494 issue 114099 and GCD 3830 issue 47465, the AWC era record of the one WCA/AWC run
I 87525 cv=114100 gcd=47576 isbn=- 0.95 | "060 Avengers West Coast 055 (1990) (Digital) (AnPymGold-Empire).cbz" (23pp) is Avengers West Coast #55: CV 18494 issue 114100 and GCD 3830 issue 47576, the AWC era record of the one WCA/AWC run
I 88018 cv=114163 gcd=54135 isbn=- 0.95 | "003 Avengers West Coast 101 (1993) (Digital) (Zone-Empire).cbr" (22pp) is Avengers West Coast #101: CV 18494 issue 114163 and GCD 3830 issue 54135, the AWC era record of the one WCA/AWC run
I 116472 cv=114163 gcd=54135 isbn=- 0.95 | "03 Avengers West Coast 101 (1993) (Digital) (UberSoldier-DCP).cbr" (22pp) is Avengers West Coast #101: CV 18494 issue 114163 and GCD 3830 issue 54135, the AWC era record of the one WCA/AWC run
