# R-044 — revisit of the split lane's P-008 (second part): NEW shelves with their KEPT halves, read as pairs.
# Shapes: New Warriors (1990 half + 1999 / 2014 / ashcan); Popeye (Fantagraphics' Segar line, the Sundays line, the
# by-year strip rips); Amazing Spider-Man (the legacy mega-shelf, the 2018 Spencer trades S95051, the 2014 trades
# S95052, ASM '97, the strip webrips); Loveless; Nightwing 1996 / New 52; Wasteland DC vs Oni; Flash Gordon (Mad Cave,
# Dynamite omnibus, Titan's Complete Library, strip webrips); Hellblazer's 26-volume trade line + the 2020 run;
# Love and Rockets (New Stories, v4, Covers, Companion, FCBD, the Library line); Namor 2003 / 2024; Dynamo 5; Regular
# Show Hydration. Every split-reader id was re-probed.

# ================= New Warriors =================
S 94672 cv=6787 gcd=7302 0.9 | split run had no ids; "New Warriors v2 001-010 (1999-2000)" + #0 (c2c) + a chronology second copy of #5 = CV 6787 (Marvel 1999, 11 incl. #0) = GCD 7302 (Marvel 1999-2000, 10 rows #1-10, numx10); the per-file CV 4407 is the 1990 run's stamp; 0.9 because the #0 is Wizard's giveaway, which GCD files apart (7301)
I 112731 cv=- gcd=1891093 isbn=9781401285692 0.9 | Vol. 20 Systems of Control = GCD 80455 #20 row 1891093
I 112732 cv=- gcd=1998712 isbn=9781401292126 0.9 | Vol. 21 The Laughing Magician = GCD 80455 #21 row 1998712 (#239-249 + Lady Constantine #1-4)
I 112733 cv=- gcd=2055157 isbn=9781401295684 0.9 | Vol. 22 Regeneration = GCD 80455 #22 row 2055157
I 112734 cv=- gcd=2146276 isbn=9781779503053 0.9 | Vol. 23 No Future = GCD 80455 #23 row 2146276 (#261-266 + Papa Midnite #1-5)
I 112735 cv=- gcd=2196879 isbn=9781779509529 0.9 | Vol. 24 Sectioned = GCD 80455 #24 row 2196879 (#267-275 + City of Demons #1-5)
I 112736 cv=- gcd=2253631 isbn=9781779510297 0.9 | Vol. 25 Another Season = GCD 80455 #25 row 2253631 (#276-291)
I 112737 cv=- gcd=2374044 isbn=9781779514981 0.9 | Vol. 26 The Curse of the Constantines = GCD 80455 #26 row 2374044 (#292-300 + Bad Blood #1-4 + Annual 2012)
C 112732 cv=19549 gcd=18340 #1-4 0.95 | Vol. 21 also collects Hellblazer Special: Lady Constantine (DC 2003, 4; CV 19549 / GCD 18340) #1-4 per GCD notes for row 1998712
C 112734 cv=19542 gcd=21198 #1-5 0.95 | Vol. 23 also collects John Constantine - Hellblazer Special: Papa Midnite (DC 2005, 5; CV 19542 / GCD 21198) #1-5 per GCD notes for row 2146276
C 112735 cv=36048 gcd=52953 #1-5 0.95 | Vol. 24 also collects Hellblazer: City of Demons (DC 2010, 5; CV 36048 / GCD 52953) #1-5 per GCD notes for row 2196879
C 112737 cv=25582 gcd=24092 #1-4 0.95 | Vol. 26 also collects Hellblazer Special: Bad Blood (DC 2000, 4; CV 25582 / GCD 24092) #1-4 per GCD notes for row 2374044
N 103466 smaller extras named in GCD notes and not stated as C (no ids pulled): Swamp Thing (1985) #76-77 in Vol. 01, The Horrorist #1-2 and Annual #1 in Vol. 02, Vertigo Jam #1 / Hellblazer Special #1 in Vol. 07, Hellblazer Annual (2012) #1 in Vol. 26
S 57842 cv=123099 gcd=153074 0.95 | the KEPT half: "John Constantine - Hellblazer Vol. 01 Marks of Woe / Vol. 02 The Best Version of You" + two 1pp #1 variants in DC Black Label\John Constantine - Hellblazer v1 (2020) = the stored CV 123099 (DC 2019, 12) = GCD 153074 (DC 2020-2021, 12); judged #1-6 / #7-12 fit, GCD notes agree
F 57842 needs-fetch cv=123099 | named from the rip only
I 19487 cv=804738 gcd=2151229 isbn=9781779502896 0.95 | Vol. 01 Marks of Woe 213pp = CV 130650 #1 issue 804738 and GCD 164330 #1 row 2151229 (220pp; collects #1-6 + The Sandman Universe Presents: Hellblazer #1 + Books of Magic #14)
I 19488 cv=840026 gcd=2213046 isbn=9781779509536 0.95 | Vol. 02 The Best Version of You 164pp = CV 130650 #2 issue 840026 and GCD 164330 #2 row 2213046 (172pp; #7-12)

# ================= Love and Rockets (Fantagraphics) =================
S 103476 cv=43605 gcd=35512 0.95 | split-reader ids CONFIRMED: "Love & Rockets - New Stories 001-008 (2008-2016)" (~102pp annuals) = CV 43605 (Fantagraphics 2008, 8) = GCD 35512 (Fantagraphics 2008-2016, 8); ladder 1-8 complete
S 94659 cv=95057 gcd=108322 0.95 | split run had no ids; "Love and Rockets 001-015 (2016-2024)", ComicInfo "Love and Rockets Vol. IV" = the stored CV 95057 (Fantagraphics 2016, 16) = GCD 108322 (Fantagraphics 2016-?, 17, numx13); the counts above our 15 are later issues; per-file CV 7000 / round2 GCD 7533 are the 1982 series
S 103478 cv=67241 gcd=80067 0.95 | split-reader ids CONFIRMED: "Love and Rockets - The Covers (2013)" 133pp = CV 67241 (Fantagraphics 2013, count 1, issue 425108) = GCD 80067 (1 row, 148pp, 2013-08) — an art book, its own identity
I 24670 cv=425108 gcd=1197282 isbn=9781606995983 0.95 | the book's own CV issue 425108 and GCD row 1197282 (its roll-up lists covers reproduced, not collected issues — no C)
S 103525 cv=65099 gcd=114344 0.95 | split-reader ids CONFIRMED: two rips of "The Love and Rockets Companion - 30 Years (and Counting) (2013)" (361pp), ComicInfo series of the same name = CV 65099 (Fantagraphics 2013, count 1) = GCD 114344 (1 row, 2013-07-10)
F 103525 needs-fetch cv=65099 | named from the rip only
I 24671 cv=417031 gcd=1704972 isbn=9781606995792 0.95 | the Companion's own CV issue 417031 (TPB) and GCD row 1704972
I 24693 cv=417031 gcd=1704972 isbn=9781606995792 0.95 | the second rip of the same Companion — same record
S 103477 cv=90264 gcd=101189 0.95 | split-reader ids CONFIRMED: "Love and Rockets - Stories (2016, FCBD edition)" 38pp and "Love & Rockets Sampler FCBD (2016)" 39pp are two rips of Fantagraphics' FCBD 2016 book = CV 90264 (count 1, issue 529180) = GCD 101189 "Love and Rockets: Stories [Free Comic Book Day]" (1 row, 40pp, 2016-05-07)
I 24669 cv=529180 gcd=1566858 0.95 | the giveaway's own CV issue 529180 and GCD row 1566858
I 24653 cv=529180 gcd=1566858 0.95 | the second rip ("Sampler FCBD") of the same 40pp giveaway — same record
S 65085 cv=- gcd=85905 0.9 | the KEPT half: fifteen "The Love and Rockets Library Vol. 01-15" (2007-2023) = GCD 85905 "Love and Rockets Library" (Fantagraphics 2007-?, 15 rows titled exactly as ours); the line reprints stories from several runs (Love and Rockets 1982 and 2001, Penny Century, Luba, New Love, New Stories …), so it is its own identity (L-109); CV mints only count-1 books (87940, 106931, 112729), no line volume
N 65085 no C lines (L-269): each Library volume reprints STORIES serialised across many issues (GCD roll-ups like "Love and Rockets (1982) #1-3, #5-11, #13-15" share issues between the Locas and Palomar books), so no volume contains whole issues of any run; GCD numbers the line by publication order, ours by the Locas/Palomar reading order — rows are matched by title
I 24672 cv=- gcd=796266 isbn=9781560977841 0.9 | Vol. 01 Locas #1 Maggie the Mechanic 277pp = GCD 85905 row 796266 "Maggie the Mechanic" (280pp)
I 24673 cv=- gcd=812080 0.9 | Vol. 02 Locas #2 The Girl From H.O.P.P.E.R.S. 290pp = GCD 85905 row 812080 (292pp)
I 24674 cv=- gcd=812257 isbn=9781560978831 0.9 | Vol. 03 Locas #3 Perla La Loca 290pp = GCD 85905 row 812257 (292pp)
I 24675 cv=- gcd=360723 0.9 | Vol. 04 Palomar & Luba #1 Heartbreak Soup 292pp = GCD 85905 row 360723 (296pp)
I 24676 cv=- gcd=812261 0.9 | Vol. 05 Palomar & Luba #2 Human Diastrophism 256pp = GCD 85905 row 812261 (260pp)
I 24677 cv=- gcd=812262 isbn=9781560978824 0.9 | Vol. 06 Palomar & Luba #3 Beyond Palomar 260pp = GCD 85905 row 812262 (260pp)
I 24678 cv=- gcd=795882 isbn=9781560979265 0.9 | Vol. 07 Amor Y Cohetes 289pp = GCD 85905 row 795882 (292pp)
I 24679 cv=- gcd=812255 isbn=9781606993422 0.9 | Vol. 08 Locas #4 Penny Century 257pp = GCD 85905 row 812255 (260pp)
I 24680 cv=- gcd=868373 isbn=9781606994498 0.9 | Vol. 09 Locas #5 Esperanza 250pp = GCD 85905 row 868373 (252pp)
I 24681 cv=- gcd=1252410 isbn=9781606997536 0.9 | Vol. 10 Palomar & Luba #4 Luba and Her Family = GCD 85905 row 1252410
I 24682 cv=- gcd=1334783 isbn=9781606998069 0.9 | Vol. 11 Palomar & Luba #5 Ofelia = GCD 85905 #11 row 1334783
I 24683 cv=514533 gcd=1536897 0.95 | Vol. 12 Comics Dementia = GCD 85905 #12 row 1536897 and CV 87940 "Comics Dementia: The Love and Rockets Library" issue 514533
I 24684 cv=646343 gcd=1766669 isbn=9781683960904 0.95 | Vol. 13 Locas #6 Angels and Magpies 272pp = GCD 85905 #13 row 1766669 (276pp) and CV 106931 issue 646343 "Vol. 13"
I 24685 cv=679257 gcd=1835383 isbn=9781683961147 0.95 | Vol. 14 Palomar & Luba #6 Three Sisters = GCD 85905 row 1835383 and CV 112729 issue 679257 "Vol. 14"
I 24686 cv=- gcd=2486192 isbn=9781683966999 0.9 | Vol. 15 Children of Palomar and Other Tales = GCD 85905 #15 row 2486192

# ================= Namor =================
S 103498 cv=22134 gcd=10988 0.95 | split-reader ids CONFIRMED: "Namor 001-012 (2003-2004)" = CV 22134 (Marvel 2003, cached #1-12) = GCD 10988 (Marvel 2003-2004, 12, numx12); ladder 1-12 complete
S 65327 cv=158868 gcd=213755 0.95 | the KEPT half: "Namor 001-007 (2024-2025)" + eleven 1pp variants in Namor v2 (2024) = the stored CV 158868 (Marvel 2024, 8) = GCD 213755 (Marvel 2024-2025, 8, numx18); count 8 above our 7 is the run's last issue, not a doubt

# ================= Dynamo 5 (Image) =================
S 103455 cv=33945 gcd=52755 0.95 | split-reader ids CONFIRMED: "Dynamo 5 - Sins of the Father - #1-5 of 5" = CV 33945 (Image 2010, 5) = GCD 52755 (Image 2010, 5); the "of 5" matches both; the per-file CV 18396 is the parent series
F 103455 needs-fetch cv=33945 | named from the rip only
S 5960 cv=18396 gcd=22523 0.9 | the KEPT half: "Dynamo 5 - #0 … #24" = the stored CV 18396 (Image 2007, cached #0-25) = GCD 22523 (2007-2009, 26); ladder 0-24 inside both; 0.9 for the Holiday Special 2010, its own one-shot (CV 37835 / GCD 55997) filed in the folder
I 35312 cv=251350 gcd=808165 0.9 | "Dynamo 5 - Holiday Special 2010" 32pp = CV 37835 issue 251350 and GCD 55997 row 808165 (36pp, barcode 70985300958000111 family matches our EAN 0709853009580)

# ================= Regular Show: Hydration =================
S 14555 cv=- gcd=163681 0.95 | the shelf's one book "Regular Show - Hydration (2014) (digital OGN)" 161pp is the first of Boom!'s Regular Show OGN line GCD 163681 "Regular Show [Original Graphic Novels]" (2014-2018, 6 rows; #1 "Hydration" 164pp) — the same line S103376 carries (cv=- gcd=163681, R-042), where a second rip (item 10611, 159pp) already sits; CV has no line volume, only count-1 books (76877 Hydration, 83709 Noir …); B-005's provider-missing is superseded
F 14555 merge-with=103376 | the same OGN line and a second copy of the same OGN: S103376's "COL Regular Show v01 - Hydration (2014)" 159pp and this 161pp rip are both GCD 163681 #1; neither shelf can share a CV id (CV mints only per-book volumes), so this merge can only land by GCD — flagged for the lead
I 10607 cv=465040 gcd=1820478 isbn=9781608863396 0.95 | the OGN's own record: CV 76877 "Regular Show: Hydration" issue 465040 (was this shelf's stored volume) and GCD 163681 #1 row 1820478 (164pp, 2014-09)
